"species","omnivore","mycophage","detritivore","coprophage","iucn_red_list","endothermic","ectothermic","heterothermic","homoiothermic","bodymass_kg","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_eggs","diet_scav","diet_plant","diet_seed","diet_fruit","diet_nect","diet_detritus","diet_dung","diet_microbes"
"presbytis_thomasi",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,6.55,0,0,1,1,1,1,0,NA,0,1,0,1,1,1,1,NA,NA,NA
"priodontes_maximus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,26.8,1,1,0,NA,1,0,1,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"prionace_glauca",NA,NA,NA,NA,"Near Threatened",NA,1,1,NA,240,1,1,0,NA,1,1,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"prionailurus_bengalensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,5,1,1,0,NA,1,1,1,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"prionailurus_iriomotensis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,3.7,1,0,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"prionailurus_planiceps",NA,NA,NA,NA,"Endangered",1,NA,NA,1,2.12,1,0,0,NA,0,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"prionailurus_rubiginosus",1,NA,NA,NA,"Vulnerable",1,NA,NA,NA,1.7,1,0,1,NA,0,1,0,1,0,1,0,1,1,1,0,NA,NA,NA
"prionailurus_viverrinus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,9,1,0,0,NA,1,1,1,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"prionodon_linsang",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.7,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"prionodon_pardicolor",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.595,1,0,0,NA,1,1,1,NA,0,1,1,0,NA,1,0,NA,NA,NA
"prionotus_carolinus",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pristiophorus_cirratus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"probosciger_aterrimus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.8,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"procambarus_clarkii",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"procapra_gutturosa",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,27.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"procapra_przewalskii",NA,NA,NA,NA,"Endangered",1,NA,NA,1,25,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"procavia_capensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.8,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"procnias_tricarunculatus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"procolobus_verus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,3.35,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"procyon_cancrivorus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,5,0,0,0,NA,1,0,1,1,0,1,0,0,NA,1,0,NA,NA,NA
"procyon_lotor",1,NA,NA,NA,"Least Concern",1,NA,NA,1,6,0,0,0,NA,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA
"profelis_aurata",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,10.75,1,0,0,NA,0,1,0,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"progne_dominicensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"progne_subis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.048,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"prolemur_simus",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,2.25,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,1,NA,NA
"pronolagus_rupestris",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,2,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"propithecus_candidus",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,5.75,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"propithecus_coquereli",NA,NA,NA,NA,"Endangered",1,NA,NA,1,4,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"propithecus_diadema",NA,NA,NA,NA,"Endangered",1,NA,NA,1,6,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"propithecus_edwardsi",NA,NA,NA,NA,"Endangered",1,NA,NA,1,5.75,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"propithecus_perrieri",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,4.3,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"propithecus_tattersalli",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,3,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"propithecus_verreauxi",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"prosthogonimus_macrorchis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"proteles_cristata",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,11,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"proteocephalus_pinguis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"proteus_anguinus",NA,NA,NA,NA,"Vulnerable",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,1,0,0,NA,NA,0,NA,NA,NA
"protonotaria_citrea",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0161,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"przewalskium_albirostris",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,135,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"psaltriparus_minimus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0055,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"psammobates_pardalis",NA,NA,NA,NA,"Not Evaluated
          
          
            No special status",NA,1,1,NA,18,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"psammomys_obesus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.1665,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"psarocolius_montezuma",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.375,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudacris_brachyphona",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudacris_crucifer",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.004,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"pseudacris_regilla",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.0004,1,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"pseudacris_streckeri",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.0035,1,1,1,NA,1,0,1,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"pseudacris_triseriata",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudemys_concinna",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudemys_rubriventris",1,NA,NA,NA,"Lower Risk - Near Threatened",NA,1,1,NA,3.9,0,0,1,NA,1,0,1,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"pseudocalyptomena_graueri",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudocarcharias_kamoharai",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudocheirus_peregrinus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.7,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudochirops_archeri",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,1.092,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudochirulus_cinereus",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudochirulus_herbertensis",NA,NA,NA,1,"Least Concern",1,NA,NA,1,1.165,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,1,NA
"pseudochirulus_mayeri",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.1545,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"pseudois_nayaur",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,55,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"pseudomys_higginsi",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.065,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"pseudomys_novaehollandiae",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudopterogorgia_elisabethae",NA,NA,1,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"pseudorca_crassidens",NA,NA,NA,NA,"Data Deficient",1,NA,NA,1,1378.92,1,1,0,NA,1,1,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudoryx_nghetinhensis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,90,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"pseudotriton_montanus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pseudotriton_ruber",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"psittacus_erithacus",1,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.407,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"pteraster_tesselatus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteridophora_alberti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0815,0,0,1,1,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"pterocnemia_pennata",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,20,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pterodroma_arminjoniana",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.318,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteroglossus_torquatus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.23,0,0,0,NA,1,1,1,NA,0,1,0,0,1,1,0,NA,NA,NA
"pterois_antennata",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pterois_volitans",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteromylaeus_bovinus",NA,NA,NA,NA,"Data Deficient",NA,1,1,NA,60.65,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteromys_momonga",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"pteromys_volans",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.13,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteromyscus_pulverulentus",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"pteronotropis_welaka",1,NA,NA,NA,"Data Deficient",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,1,0,1,NA,NA,0,NA,NA,NA
"pteronotus_davyi",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0083,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteronotus_parnellii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.015,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteronura_brasiliensis",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,24,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteropus_alecto",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.667,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"pteropus_conspicillatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.755,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteropus_dasymallus",1,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.435,0,0,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pteropus_giganteus",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,1.1,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"pteropus_hypomelanus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.5218,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,1,NA,NA,NA
"pteropus_livingstonii",NA,NA,NA,NA,"Endangered",1,NA,NA,1,0.65,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"pteropus_mariannus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,0.4535,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pteropus_melanotus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,NA,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"pteropus_poliocephalus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.677,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pteropus_pumilus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.1725,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"pteropus_rodricensis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,0.325,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pteropus_rufus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.625,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"pteropus_samoensis",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.45,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteropus_scapulatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"pteropus_tokudae",NA,NA,NA,NA,"Extinct",1,NA,NA,NA,0.152,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pteropus_tonganus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.565,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pteropus_vampyrus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.85,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pthirus_pubis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"ptilocercus_lowii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.051,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ptilopsis_granti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.23,1,0,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ptilosarcus_gurneyi",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ptychobranchus_fasciolaris",NA,NA,1,NA,"Lower Risk - Least Concern",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"pudu_puda",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,10,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"puffinus_auricularis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"puffinus_gravis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.8325,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pugettia_producta",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pulex_irritans",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"pulsatrix_perspicillata",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.6795,1,1,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"puma_concolor",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,74.5,1,0,0,NA,1,1,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"puma_concolor_coryi",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,43.5,1,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"puma_yagouaroundi",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,6.75,1,0,0,NA,1,1,1,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"pusa_caspica",NA,NA,NA,NA,"Endangered",1,NA,NA,1,55,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pusa_hispida",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,78,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pusa_sibirica",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,90,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pycnopodia_helianthoides",1,NA,NA,NA,"Data Deficient",NA,1,1,NA,NA,1,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"pyganodon_grandis",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"pyganodon_lacustris",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"pygathrix_cinerea",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,9.55,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"pygathrix_nemaeus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,9.72,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"pygocentrus_nattereri",1,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,0,NA,1,0,0,1,0,NA,1,1,NA,1,0,NA,NA,NA
"pygoscelis_adeliae",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,4.3,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pygoscelis_antarcticus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pygoscelis_papua",NA,NA,NA,NA,"Near Threatened",1,NA,1,NA,6.5,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pylodictis_olivaris",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,20.4,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pyrgus_centaureae",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"pyrocephalus_rubinus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0125,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"pyrrhula_pyrrhula",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"python_molurus",NA,NA,NA,NA,"Lower Risk - Near Threatened",NA,NA,1,NA,137,1,0,0,NA,0,1,1,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"python_regius",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,NA,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"python_reticulatus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,150,1,0,0,NA,0,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"python_sebae",NA,NA,NA,NA,"Not Evaluated",NA,NA,1,NA,55,1,0,0,NA,0,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"pyxicephalus_adspersus",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"quadrula_fragosa",NA,NA,NA,NA,"Critically Endangered",NA,1,1,NA,NA,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,1
"quadrula_metanevra",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,1,NA,1
"quadrula_nodulata",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,0,1,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,1,NA,1
"quadrula_pustulosa",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"quadrula_quadrula",NA,NA,1,NA,"Lower Risk - Least Concern",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"quiscalus_mexicanus",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,1,0,1,1,0,1,0,0,1,1,0,NA,NA,NA
"quiscalus_quiscula",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.1115,1,1,0,NA,1,1,1,1,0,NA,0,0,1,1,0,NA,NA,NA
"rabidosa_rabida",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"raja_clavata",NA,NA,NA,NA,"Near Threatened",NA,1,1,NA,18,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"raja_eglanteria",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,3.5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"rallus_elegans",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.392,1,0,0,NA,1,0,0,1,0,NA,0,1,1,NA,0,NA,NA,NA
"rallus_limicola",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ramphastos_sulfuratus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.4,0,0,1,1,0,0,1,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"ramphastos_swainsonii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.665,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ramphastos_toco",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.676,0,0,1,1,1,0,1,NA,0,1,0,0,1,1,0,NA,NA,NA
"rana_aurora",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rana_boylii",NA,NA,NA,NA,"Near Threatened",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"rana_cascadae",NA,NA,NA,NA,"Near Threatened",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rana_luteiventris",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,1,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"rana_temporaria",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,0.0227,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rangifer_tarandus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,186.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"raphicerus_campestris",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,11.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"raphicerus_melanotis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,15.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"raphicerus_sharpei",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,11.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
