"species","omnivore","mycophage","detritivore","coprophage","iucn_red_list","endothermic","ectothermic","heterothermic","homoiothermic","bodymass_kg","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_eggs","diet_scav","diet_plant","diet_seed","diet_fruit","diet_nect","diet_detritus","diet_dung","diet_microbes"
"ambystoma_jeffersonianum",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ambystoma_laterale",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ambystoma_maculatum",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.0128,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ambystoma_mexicanum",NA,NA,NA,NA,"Critically Endangered",NA,1,NA,NA,0.085,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"ambystoma_opacum",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,0,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ambystoma_talpoideum",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,1,0,0,NA,NA,0,NA,NA,1
"ambystoma_texanum",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ambystoma_tigrinum",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.0094,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ameiurus_melas",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,1.43,1,1,0,NA,1,0,0,1,0,1,1,1,NA,NA,0,1,NA,NA
"ameiurus_natalis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,0.454,1,1,0,NA,1,0,0,1,0,NA,1,1,NA,NA,0,1,NA,NA
"ameiurus_nebulosus",1,NA,NA,NA,"No special status",NA,1,1,NA,0.5,1,0,0,NA,1,0,0,1,0,1,0,1,NA,NA,0,NA,NA,NA
"ameiva_ameiva",NA,NA,NA,NA,"No special status",NA,NA,1,NA,0.068,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ametrida_centurio",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0102,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"amia_calva",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,1.13,1,1,0,NA,1,0,1,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"ammocrypta_clara",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,0.0015,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ammodorcas_clarkei",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,28.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"ammodramus_henslowii",1,NA,NA,NA,"Lower Risk - Near Threatened",1,NA,NA,NA,0.013,1,1,1,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"ammodramus_nelsoni",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.02,0,0,0,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"ammodramus_savannarum",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0173,1,1,1,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"ammophila_procera",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,1,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"ammospermophilus_harrisii",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.122,1,1,1,1,1,1,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"ammospermophilus_interpres",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.1025,0,0,1,1,1,0,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"ammospermophilus_leucurus",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.105,0,0,0,NA,1,0,0,NA,0,NA,1,1,1,1,0,NA,NA,NA
"ammospermophilus_nelsoni",1,NA,NA,NA,"Endangered",1,NA,NA,1,0.155,1,1,1,NA,1,0,1,NA,0,NA,1,1,1,NA,0,NA,NA,NA
"ammotragus_lervia",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,105,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"amorphochilus_schnablii",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,0.0033,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"amphilina_foliacea",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"amphiprion_akindynos",NA,NA,NA,NA,"No special status",NA,1,1,NA,0.0275,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"amphiprion_clarkii",1,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,1,0,1,NA,NA,0,NA,NA,1
"amphiprion_frenatus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"amphiprion_ocellaris",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"amphiprion_percula",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"amphiprion_perideraion",1,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"amphispiza_bilineata",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.012,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"amphiuma_tridactylum",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,0,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"amyda_cartilaginea",NA,NA,NA,NA,"Vulnerable",NA,1,NA,NA,20,1,1,0,NA,1,0,1,1,0,1,0,1,1,1,0,NA,NA,NA
"anarhynchus_frontalis",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.0555,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anartia_jatrophae",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"anas_acuta",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.908,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_americana",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.9975,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"anas_clypeata",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.735,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anas_crecca",NA,NA,NA,NA,"",NA,NA,NA,NA,0.25,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anas_cyanoptera",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.34,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_discors",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.3895,1,1,1,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_falcata",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,NA,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_flavirostris",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.405,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_formosa",1,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.434,1,1,1,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_fulvigula",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.043,0,0,0,NA,1,1,0,1,0,1,0,1,1,NA,0,NA,NA,NA
"anas_laysanensis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,0.25,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anas_penelope",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.693,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anas_platyrhynchos",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.082,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anas_rubripes",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.245,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anas_strepera",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.86,0,0,0,NA,1,0,1,1,0,NA,0,1,1,NA,0,NA,NA,NA
"anastomus_oscitans",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,5.1,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anathana_ellioti",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.16,0,0,0,NA,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"anax_junius",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anaxyrus_americanus",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"anaxyrus_canorus",NA,NA,NA,NA,"Endangered",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"anaxyrus_cognatus",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anaxyrus_fowleri",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anaxyrus_houstonensis",NA,NA,NA,NA,"Endangered",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anaxyrus_quercicus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anaxyrus_terrestris",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,0.019,1,1,1,NA,1,0,0,NA,0,1,0,1,NA,NA,0,NA,NA,NA
"ancylostoma_caninum",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"ancylostoma_duodenale",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,1,NA
"andigena_hypoglauca",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.307,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"andrias_japonicus",NA,NA,NA,NA,"Near Threatened",NA,1,1,NA,25,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"aneides_lugubris",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anelosimus_eximius",NA,NA,NA,NA,"Data Deficient",NA,1,NA,NA,0,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anemonia_viridis",1,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,1,NA,NA
"angiostrongylus_cantonensis",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,1,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"anguilla_anguilla",NA,NA,NA,NA,"Critically Endangered",NA,1,1,NA,6.599,1,1,0,NA,1,0,0,1,0,1,1,0,NA,NA,0,1,NA,NA
"anguilla_rostrata",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,4.0315,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anguispira_alternata",NA,1,1,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,1,0,1,NA,NA,0,1,NA,NA
"anguispira_picta",NA,NA,NA,NA,"Data Deficient",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anhima_cornuta",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.15,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"anhinga_anhinga",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,1.35,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anhinga_melanogaster",NA,NA,NA,NA,"Lower Risk - Near Threatened",1,NA,NA,NA,NA,1,0,0,NA,1,0,1,1,0,NA,0,1,1,NA,0,NA,NA,NA
"anisakis_simplex",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"anniella_pulchra",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,0.0028,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anodontoides_ferussacianus",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"anodorhynchus_hyacinthinus",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,1.45,0,0,1,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"anolis_carolinensis",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,0.004,1,1,0,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"anolis_cristatellus",NA,NA,NA,NA,"No special status",NA,NA,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"anolis_equestris",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anomalurus_beecrofti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.65,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"anomalurus_derbianus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"anomalurus_pusillus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,NA,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"anopheles_gambiae",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,1,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,NA,NA,NA
"anopheles_quadrimaculatus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,1,NA,1
"anoplogaster_cornuta",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,1,NA,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anoplophora_glabripennis",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"anoura_geoffroyi",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0152,0,0,0,NA,1,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"anous_minutus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.1125,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anser_albifrons",NA,NA,NA,NA,"Lower Risk - Least Concern",1,NA,NA,NA,2.72,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"anser_anser",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,3.36,0,0,1,NA,1,0,1,1,0,NA,0,1,1,1,0,NA,NA,NA
"anser_caerulescens",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.4565,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"anser_canagicus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,2.8,0,0,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"anser_cygnoides",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,3.15,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anser_fabalis",NA,NA,NA,NA,"Lower Risk - Least Concern",1,NA,NA,1,3.1,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"anser_indicus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.5,0,0,1,NA,1,0,0,1,0,NA,0,1,1,NA,0,NA,NA,NA
"anseranas_semipalmata",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.5,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"antaresia_perthensis",NA,NA,NA,NA,"No special status",NA,NA,1,NA,0.2,1,1,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"antechinomys_laniger",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.025,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"antechinus_stuartii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.044,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"antechinus_swainsonii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.041,1,1,0,NA,1,1,1,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"antheraea_polyphemus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"anthonomus_grandis",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"anthopleura_sola",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anthopleura_xanthogrammica",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"anthrax_albofasciatus",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,1,NA,1,0,0,NA,0,NA,1,0,NA,NA,1,NA,NA,NA
"anthropoides_virgo",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,2.35,0,0,0,NA,1,1,1,NA,0,NA,0,1,1,1,0,NA,NA,NA
"anthus_cervinus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,NA,1,1,1,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"anthus_spinoletta",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0239,1,1,1,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"anthus_spragueii",1,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.024,0,0,0,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"antidorcas_marsupialis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,39.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"antilocapra_americana",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,53.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"antilocapra_americana_sonoriensis",NA,NA,NA,NA,"No special status",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"antilope_cervicapra",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,37.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"antrozous_pallidus",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.0225,1,1,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aonyx_capensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,15.8,1,0,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"aonyx_capensis_congica",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,20,1,1,0,NA,1,1,1,1,0,1,0,0,NA,NA,0,NA,NA,NA
"aonyx_cinerea",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,4.05,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"aotus_azarae",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.8,0,0,0,NA,1,1,1,NA,0,1,0,1,1,1,1,NA,NA,NA
"aotus_lemurinus",1,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.0009,0,0,0,NA,1,1,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"aotus_nancymaae",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.788,0,0,1,1,1,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"aotus_nigriceps",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.75,0,0,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"aotus_trivirgatus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.8,0,0,0,NA,1,0,1,NA,0,1,0,1,NA,1,1,NA,NA,NA
"apalone_ferox",NA,NA,NA,NA,"No special status",NA,1,1,NA,43.6,1,1,0,NA,1,1,1,1,0,NA,1,1,1,NA,0,NA,NA,NA
"apalone_mutica",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,1,1,0,NA,1,1,1,1,0,NA,1,1,1,1,0,NA,NA,NA
"apalone_spinifera",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"aphelocoma_californica",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.085,1,1,1,1,1,1,1,NA,0,1,0,0,1,1,0,NA,NA,NA
"aphelocoma_coerulescens",1,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.077,0,0,0,NA,1,1,1,NA,0,1,0,0,1,1,0,NA,NA,NA
"aphelocoma_ultramarina",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.1245,0,0,0,NA,1,0,1,NA,0,NA,0,0,1,NA,1,NA,NA,NA
"aphonopelma_chalcodes",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aphredoderus_sayanus",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"apis_mellifera",NA,NA,NA,NA,"No special status",1,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"aplodinotus_grunniens",1,NA,NA,NA,"Least Concern",NA,1,1,NA,2.025,1,1,0,NA,1,0,0,1,0,1,1,0,NA,NA,0,NA,NA,NA
"aplodontia_rufa",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.125,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aplysia_californica",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,1,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"aplysia_dactylomela",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"apodemus_agrarius",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0215,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"apodemus_sylvaticus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0234,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aptenodytes_forsteri",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,29.5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"aptenodytes_patagonicus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,11.8,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"apteryx_australis",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,3.15,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,1,0,NA,NA,NA
"apteryx_haastii",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,2.85,1,1,0,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"apteryx_owenii",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"apus_apus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0449,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aquila_audax",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.9,1,0,0,NA,0,1,1,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"aquila_chrysaetos",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4.5625,1,0,0,NA,0,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"aquila_clanga",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,2.1,1,0,0,NA,0,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aquila_heliaca",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,3,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aquila_pomarina",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,1.6,1,0,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"aquila_rapax",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.225,1,0,0,NA,1,1,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"ara_ararauna",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,1.357,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"ara_glaucogularis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,0.8,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
