"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
1411531,"Megaphasma denticrus (Stål, 1875)","species","ACCEPTED","EXACT","Megaphasma denticrus",98,"Animalia","Arthropoda","Phasmida","Diapheromeridae","Megaphasma","Megaphasma denticrus",1,54,216,1460,9162,1411530,1411531,FALSE,"Insecta",NA,NA
5220086,"Megaptera novaeangliae (Borowski, 1781)","species","ACCEPTED","EXACT","Megaptera novaeangliae",97,"Animalia","Chordata","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae",1,44,359,733,5313,2440748,5220086,FALSE,"Mammalia",NA,NA
1280992,"Megarhyssa atrata (Fabricius, 1781)","species","ACCEPTED","EXACT","Megarhyssa atrata",98,"Animalia","Arthropoda","Hymenoptera","Ichneumonidae","Megarhyssa","Megarhyssa atrata",1,54,216,1457,3512,1280969,1280992,FALSE,"Insecta",NA,NA
2424669,"Megophrys nasuta (Schlegel, 1858)","species","ACCEPTED","EXACT","Megophrys nasuta",98,"Animalia","Chordata","Anura","Megophryidae","Megophrys","Megophrys nasuta",1,44,131,952,3087,2424668,2424669,FALSE,"Amphibia",NA,NA
2478106,"Melanerpes carolinus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Melanerpes carolinus",98,"Animalia","Chordata","Piciformes","Picidae","Melanerpes","Melanerpes carolinus",1,44,212,724,9333,2478067,2478106,FALSE,"Aves",NA,NA
2478130,"Melanerpes erythrocephalus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Melanerpes erythrocephalus",98,"Animalia","Chordata","Piciformes","Picidae","Melanerpes","Melanerpes erythrocephalus",1,44,212,724,9333,2478067,2478130,FALSE,"Aves",NA,NA
2478133,"Melanerpes formicivorus (Swainson, 1827)","species","ACCEPTED","EXACT","Melanerpes formicivorus",98,"Animalia","Chordata","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",1,44,212,724,9333,2478067,2478133,FALSE,"Aves",NA,NA
2478142,"Melanerpes lewis (G.R.Gray, 1849)","species","ACCEPTED","EXACT","Melanerpes lewis",98,"Animalia","Chordata","Piciformes","Picidae","Melanerpes","Melanerpes lewis",1,44,212,724,9333,2478067,2478142,FALSE,"Aves",NA,NA
2498247,"Melanitta nigra (Linnaeus, 1758)","species","ACCEPTED","EXACT","Melanitta nigra",98,"Animalia","Chordata","Anseriformes","Anatidae","Melanitta","Melanitta nigra",1,44,212,1108,2986,2498237,2498247,FALSE,"Aves",NA,NA
1699392,"Melanoplus spretus (Walsh, 1866)","species","ACCEPTED","EXACT","Melanoplus spretus",98,"Animalia","Arthropoda","Orthoptera","Acrididae","Melanoplus","Melanoplus spretus",1,54,216,1458,9394,1698834,1699392,FALSE,"Insecta",NA,NA
2441409,"Melanosuchus niger (Spix, 1825)","species","ACCEPTED","EXACT","Melanosuchus niger",98,"Animalia","Chordata","Crocodylia","Alligatoridae","Melanosuchus","Melanosuchus niger",1,44,358,704,3238603,2441408,2441409,FALSE,"Reptilia",NA,NA
9606290,"Meleagris gallopavo Linnaeus, 1758","species","ACCEPTED","EXACT","Meleagris gallopavo",98,"Animalia","Chordata","Galliformes","Phasianidae","Meleagris","Meleagris gallopavo",1,44,212,723,9331,2473548,9606290,FALSE,"Aves",NA,NA
5227755,"Meleagris ocellata Cuvier, 1820","species","ACCEPTED","EXACT","Meleagris ocellata",98,"Animalia","Chordata","Galliformes","Phasianidae","Meleagris","Meleagris ocellata",1,44,212,723,9331,2473548,5227755,FALSE,"Aves",NA,NA
2433884,"Meles anakuma Temminck, 1844","species","ACCEPTED","EXACT","Meles anakuma",98,"Animalia","Chordata","Carnivora","Mustelidae","Meles","Meles anakuma",1,44,359,732,5307,2433867,2433884,FALSE,"Mammalia",NA,NA
2433868,"Meles leucurus (Hodgson, 1847)","species","ACCEPTED","EXACT","Meles leucurus",98,"Animalia","Chordata","Carnivora","Mustelidae","Meles","Meles leucurus",1,44,359,732,5307,2433867,2433868,FALSE,"Mammalia",NA,NA
2433875,"Meles meles (Linnaeus, 1758)","species","ACCEPTED","EXACT","Meles meles",98,"Animalia","Chordata","Carnivora","Mustelidae","Meles","Meles meles",1,44,359,732,5307,2433867,2433875,FALSE,"Mammalia",NA,NA
2480730,"Melierax canorus (Thunberg, 1799)","species","ACCEPTED","EXACT","Melierax canorus",98,"Animalia","Chordata","Accipitriformes","Accipitridae","Melierax","Melierax canorus",1,44,212,7191147,2877,2480729,2480730,FALSE,"Aves",NA,NA
1383212,"Melittobia australica Girault, 1912","species","ACCEPTED","EXACT","Melittobia australica",98,"Animalia","Arthropoda","Hymenoptera","Eulophidae","Melittobia","Melittobia australica",1,54,216,1457,5505,1383189,1383212,FALSE,"Insecta",NA,NA
5228500,"Mellisuga helenae (Lembeye, 1850)","species","ACCEPTED","EXACT","Mellisuga helenae",98,"Animalia","Chordata","Apodiformes","Trochilidae","Mellisuga","Mellisuga helenae",1,44,212,1448,5289,2476316,5228500,FALSE,"Aves",NA,NA
2279048,"Mellita quinquiesperforata (Leske, 1778)","species","ACCEPTED","EXACT","Mellita quinquiesperforata",98,"Animalia","Echinodermata","Clypeasteroida","Mellitidae","Mellita","Mellita quinquiesperforata",1,50,221,814,9519,2279047,2279048,FALSE,"Echinoidea",NA,NA
2433695,"Mellivora capensis (Schreber, 1776)","species","ACCEPTED","EXACT","Mellivora capensis",98,"Animalia","Chordata","Carnivora","Mustelidae","Mellivora","Mellivora capensis",1,44,359,732,5307,2433694,2433695,FALSE,"Mammalia",NA,NA
2433635,"Melogale everetti (Thomas, 1895)","species","ACCEPTED","EXACT","Melogale everetti",98,"Animalia","Chordata","Carnivora","Mustelidae","Melogale","Melogale everetti",1,44,359,732,5307,2433631,2433635,FALSE,"Mammalia",NA,NA
2433636,"Melogale moschata (Gray, 1831)","species","ACCEPTED","EXACT","Melogale moschata",98,"Animalia","Chordata","Carnivora","Mustelidae","Melogale","Melogale moschata",1,44,359,732,5307,2433631,2433636,FALSE,"Mammalia",NA,NA
2433644,"Melogale personata I.Geoffroy Saint-Hilaire, 1831","species","ACCEPTED","EXACT","Melogale personata",98,"Animalia","Chordata","Carnivora","Mustelidae","Melogale","Melogale personata",1,44,359,732,5307,2433631,2433644,FALSE,"Mammalia",NA,NA
4990995,"Melolontha melolontha (Linnaeus, 1758)","species","ACCEPTED","EXACT","Melolontha melolontha",98,"Animalia","Arthropoda","Coleoptera","Melolonthidae","Melolontha","Melolontha melolontha",1,54,216,1470,5593,4990942,4990995,FALSE,"Insecta",NA,NA
2479798,"Melopsittacus undulatus (Shaw, 1805)","species","ACCEPTED","EXACT","Melopsittacus undulatus",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Melopsittacus","Melopsittacus undulatus",1,44,212,1445,9340,2479797,2479798,FALSE,"Aves",NA,NA
2492235,"Melospiza georgiana (Latham, 1790)","species","ACCEPTED","EXACT","Melospiza georgiana",98,"Animalia","Chordata","Passeriformes","Emberizidae","Melospiza","Melospiza georgiana",1,44,212,729,9608,2492191,2492235,FALSE,"Aves",NA,NA
2492196,"Melospiza melodia (A.Wilson, 1810)","species","ACCEPTED","EXACT","Melospiza melodia",98,"Animalia","Chordata","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",1,44,212,729,9608,2492191,2492196,FALSE,"Aves",NA,NA
2433395,"Melursus ursinus (Shaw, 1791)","species","ACCEPTED","EXACT","Melursus ursinus",98,"Animalia","Chordata","Carnivora","Ursidae","Melursus","Melursus ursinus",1,44,359,732,9681,2433394,2433395,FALSE,"Mammalia",NA,NA
1032840,"Menacanthus eurysternus (Burmeister, 1838)","species","ACCEPTED","EXACT","Menacanthus eurysternus",98,"Animalia","Arthropoda","Psocodea","Menoponidae","Menacanthus","Menacanthus eurysternus",1,54,216,7612838,2783,1032837,1032840,FALSE,"Insecta",NA,NA
5178757,"Menippe mercenaria (Say, 1818)","species","ACCEPTED","EXACT","Menippe mercenaria",98,"Animalia","Arthropoda","Decapoda","Menippidae","Menippe","Menippe mercenaria",1,54,229,637,8148,2227642,5178757,FALSE,"Malacostraca",NA,NA
5219394,"Mephitis macroura Lichtenstein, 1832","species","ACCEPTED","EXACT","Mephitis macroura",98,"Animalia","Chordata","Carnivora","Mephitidae","Mephitis","Mephitis macroura",1,44,359,732,9679,5219379,5219394,FALSE,"Mammalia",NA,NA
5219380,"Mephitis mephitis (Schreber, 1776)","species","ACCEPTED","EXACT","Mephitis mephitis",98,"Animalia","Chordata","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",1,44,359,732,9679,5219379,5219380,FALSE,"Mammalia",NA,NA
2287668,"Mercenaria mercenaria (Linnaeus, 1758)","species","ACCEPTED","EXACT","Mercenaria mercenaria",98,"Animalia","Mollusca","Venerida","Veneridae","Mercenaria","Mercenaria mercenaria",1,52,137,9310756,3445,2287666,2287668,FALSE,"Bivalvia",NA,NA
2498275,"Merganetta armata Gould, 1842","species","ACCEPTED","EXACT","Merganetta armata",98,"Animalia","Chordata","Anseriformes","Anatidae","Merganetta","Merganetta armata",1,44,212,1108,2986,2498274,2498275,FALSE,"Aves",NA,NA
9537647,"Mergus merganser Linnaeus, 1758","species","ACCEPTED","EXACT","Mergus merganser",98,"Animalia","Chordata","Anseriformes","Anatidae","Mergus","Mergus merganser",1,44,212,1108,2986,2498368,9537647,FALSE,"Aves",NA,NA
2498375,"Mergus serrator Linnaeus, 1758","species","ACCEPTED","EXACT","Mergus serrator",98,"Animalia","Chordata","Anseriformes","Anatidae","Mergus","Mergus serrator",1,44,212,1108,2986,2498368,2498375,FALSE,"Aves",NA,NA
5219724,"Meriones crassus Sundevall, 1842","species","ACCEPTED","EXACT","Meriones crassus",98,"Animalia","Chordata","Rodentia","Muridae","Meriones","Meriones crassus",1,44,359,1459,5510,2437686,5219724,FALSE,"Mammalia",NA,NA
5219725,"Meriones libycus Lichtenstein, 1823","species","ACCEPTED","EXACT","Meriones libycus",98,"Animalia","Chordata","Rodentia","Muridae","Meriones","Meriones libycus",1,44,359,1459,5510,2437686,5219725,FALSE,"Mammalia",NA,NA
5219721,"Meriones unguiculatus (Milne-Edwards, 1867)","species","ACCEPTED","EXACT","Meriones unguiculatus",98,"Animalia","Chordata","Rodentia","Muridae","Meriones","Meriones unguiculatus",1,44,359,1459,5510,2437686,5219721,FALSE,"Mammalia",NA,NA
2279598,"Mermis nigrescens Dujardin, 1842","species","ACCEPTED","EXACT","Mermis nigrescens",98,"Animalia","Nematoda","Mermithida","Mermithidae","Mermis","Mermis nigrescens",1,5967481,251,975,6495,2279597,2279598,FALSE,"Adenophorea",NA,NA
2475443,"Merops apiaster Linnaeus, 1758","species","ACCEPTED","EXACT","Merops apiaster",98,"Animalia","Chordata","Coraciiformes","Meropidae","Merops","Merops apiaster",1,44,212,1447,9320,2475391,2475443,FALSE,"Aves",NA,NA
2475422,"Merops ornatus Latham, 1802","species","ACCEPTED","EXACT","Merops ornatus",98,"Animalia","Chordata","Coraciiformes","Meropidae","Merops","Merops ornatus",1,44,212,1447,9320,2475391,2475422,FALSE,"Aves",NA,NA
2438482,"Mesocricetus auratus (Waterhouse, 1839)","species","ACCEPTED","EXACT","Mesocricetus auratus",98,"Animalia","Chordata","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus",1,44,359,1459,3240723,2438480,2438482,FALSE,"Mammalia",NA,NA
2289991,"Mesonychoteuthis hamiltoni Robson, 1925","species","ACCEPTED","EXACT","Mesonychoteuthis hamiltoni",98,"Animalia","Mollusca","Oegopsida","Cranchiidae","Mesonychoteuthis","Mesonychoteuthis hamiltoni",1,52,136,8403901,6826,2289990,2289991,FALSE,"Cephalopoda",NA,NA
2440412,"Mesoplodon bidens (Sowerby, 1804)","species","ACCEPTED","EXACT","Mesoplodon bidens",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon bidens",1,44,359,733,5316,2440393,2440412,FALSE,"Mammalia",NA,NA
2440422,"Mesoplodon bowdoini Andrews, 1908","species","ACCEPTED","EXACT","Mesoplodon bowdoini",97,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon bowdoini",1,44,359,733,5316,2440393,2440422,FALSE,"Mammalia",NA,NA
2440401,"Mesoplodon carlhubbsi Moore, 1963","species","ACCEPTED","EXACT","Mesoplodon carlhubbsi",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon carlhubbsi",1,44,359,733,5316,2440393,2440401,FALSE,"Mammalia",NA,NA
2440403,"Mesoplodon densirostris (Blainville, 1817)","species","ACCEPTED","EXACT","Mesoplodon densirostris",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon densirostris",1,44,359,733,5316,2440393,2440403,FALSE,"Mammalia",NA,NA
2440397,"Mesoplodon europaeus (Gervais, 1855)","species","ACCEPTED","EXACT","Mesoplodon europaeus",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon europaeus",1,44,359,733,5316,2440393,2440397,FALSE,"Mammalia",NA,NA
2440410,"Mesoplodon ginkgodens Nishiwaki & Kamiya, 1958","species","ACCEPTED","EXACT","Mesoplodon ginkgodens",97,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon ginkgodens",1,44,359,733,5316,2440393,2440410,FALSE,"Mammalia",NA,NA
2440419,"Mesoplodon grayi von Haast, 1876","species","ACCEPTED","EXACT","Mesoplodon grayi",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon grayi",1,44,359,733,5316,2440393,2440419,FALSE,"Mammalia",NA,NA
2440394,"Mesoplodon hectori (Gray, 1871)","species","ACCEPTED","EXACT","Mesoplodon hectori",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon hectori",1,44,359,733,5316,2440393,2440394,FALSE,"Mammalia",NA,NA
2440423,"Mesoplodon layardii (Gray, 1865)","species","ACCEPTED","EXACT","Mesoplodon layardii",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon layardii",1,44,359,733,5316,2440393,2440423,FALSE,"Mammalia",NA,NA
2440418,"Mesoplodon perrini Dalebout, Mead, Baker, Baker & van Helden, 2002","species","ACCEPTED","EXACT","Mesoplodon perrini",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon perrini",1,44,359,733,5316,2440393,2440418,FALSE,"Mammalia",NA,NA
2440406,"Mesoplodon peruvianus Reyes, Mead & Van Waerebeek, 1991","species","ACCEPTED","EXACT","Mesoplodon peruvianus",98,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon peruvianus",1,44,359,733,5316,2440393,2440406,FALSE,"Mammalia",NA,NA
2440402,"Mesoplodon stejnegeri True, 1885","species","ACCEPTED","EXACT","Mesoplodon stejnegeri",97,"Animalia","Chordata","Cetacea","Hyperoodontidae","Mesoplodon","Mesoplodon stejnegeri",1,44,359,733,5316,2440393,2440402,FALSE,"Mammalia",NA,NA
9686324,"Metachirus nudicaudatus (É.Geoffroy Saint-Hilaire, 1803)","species","ACCEPTED","EXACT","Metachirus nudicaudatus",98,"Animalia","Chordata","Didelphimorphia","Didelphidae","Metachirus","Metachirus nudicaudatus",1,44,359,783,5455,2439881,9686324,FALSE,"Mammalia",NA,NA
2290892,"Metasepia pfefferi (Hoyle, 1885)","species","ACCEPTED","EXACT","Metasepia pfefferi",98,"Animalia","Mollusca","Sepiida","Sepiidae","Metasepia","Metasepia pfefferi",1,52,136,989,6832,2290889,2290892,FALSE,"Cephalopoda",NA,NA
2497430,"Micrathene whitneyi (J.G.Cooper, 1861)","species","ACCEPTED","EXACT","Micrathene whitneyi",98,"Animalia","Chordata","Strigiformes","Strigidae","Micrathene","Micrathene whitneyi",1,44,212,1450,9348,2497429,2497430,FALSE,"Aves",NA,NA
2437626,"Microcavia australis (I.Geoffroy Saint-Hilaire & d'Orbigny, 1833)","species","ACCEPTED","EXACT","Microcavia australis",98,"Animalia","Chordata","Rodentia","Caviidae","Microcavia","Microcavia australis",1,44,359,1459,9432,2437624,2437626,FALSE,"Mammalia",NA,NA
2436447,"Microcebus murinus (J.F.Miller, 1777)","species","ACCEPTED","EXACT","Microcebus murinus",98,"Animalia","Chordata","Primates","Cheirogaleidae","Microcebus","Microcebus murinus",1,44,359,798,9419,2436446,2436447,FALSE,"Mammalia",NA,NA
4266979,"Microcebus myoxinus Peters, 1852","species","ACCEPTED","EXACT","Microcebus myoxinus",98,"Animalia","Chordata","Primates","Cheirogaleidae","Microcebus","Microcebus myoxinus",1,44,359,798,9419,2436446,4266979,FALSE,"Mammalia",NA,NA
2436448,"Microcebus rufus (Lesson, 1840)","species","ACCEPTED","EXACT","Microcebus rufus",98,"Animalia","Chordata","Primates","Cheirogaleidae","Microcebus","Microcebus rufus",1,44,359,798,9419,2436446,2436448,FALSE,"Mammalia",NA,NA
2493835,"Microcerculus philomela (Salvin, 1861)","species","ACCEPTED","EXACT","Microcerculus philomela",98,"Animalia","Chordata","Passeriformes","Troglodytidae","Microcerculus","Microcerculus philomela",1,44,212,729,9355,7939828,2493835,FALSE,"Aves",NA,NA
2439502,"Microdipodops megacephalus Merriam, 1891","species","ACCEPTED","EXACT","Microdipodops megacephalus",98,"Animalia","Chordata","Rodentia","Heteromyidae","Microdipodops","Microdipodops megacephalus",1,44,359,1459,5504,2439500,2439502,FALSE,"Mammalia",NA,NA
2439501,"Microdipodops pallidus Merriam, 1901","species","ACCEPTED","EXACT","Microdipodops pallidus",98,"Animalia","Chordata","Rodentia","Heteromyidae","Microdipodops","Microdipodops pallidus",1,44,359,1459,5504,2439500,2439501,FALSE,"Mammalia",NA,NA
2432136,"Microgale brevicaudata G.Grandidier, 1899","species","ACCEPTED","EXACT","Microgale brevicaudata",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale brevicaudata",1,44,359,828,9613,2432118,2432136,FALSE,"Mammalia",NA,NA
2432121,"Microgale cowani Thomas, 1882","species","ACCEPTED","EXACT","Microgale cowani",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale cowani",1,44,359,828,9613,2432118,2432121,FALSE,"Mammalia",NA,NA
2432129,"Microgale dobsoni Thomas, 1884","species","ACCEPTED","EXACT","Microgale dobsoni",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale dobsoni",1,44,359,828,9613,2432118,2432129,FALSE,"Mammalia",NA,NA
2432137,"Microgale dryas Jenkins, 1992","species","ACCEPTED","EXACT","Microgale dryas",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale dryas",1,44,359,828,9613,2432118,2432137,FALSE,"Mammalia",NA,NA
2432122,"Microgale gracilis (Major, 1896)","species","ACCEPTED","EXACT","Microgale gracilis",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale gracilis",1,44,359,828,9613,2432118,2432122,FALSE,"Mammalia",NA,NA
2432130,"Microgale longicaudata Thomas, 1882","species","ACCEPTED","EXACT","Microgale longicaudata",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale longicaudata",1,44,359,828,9613,2432118,2432130,FALSE,"Mammalia",NA,NA
2432132,"Microgale talazaci Major, 1896","species","ACCEPTED","EXACT","Microgale talazaci",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Microgale","Microgale talazaci",1,44,359,828,9613,2432118,2432132,FALSE,"Mammalia",NA,NA
5224911,"Microlophus albemarlensis (Baur, 1890)","species","ACCEPTED","EXACT","Microlophus albemarlensis",98,"Animalia","Chordata","Squamata","Tropiduridae","Microlophus","Microlophus albemarlensis",1,44,358,715,9116,2460666,5224911,FALSE,"Reptilia",NA,NA
5219833,"Micromys minutus (Pallas, 1771)","species","ACCEPTED","EXACT","Micromys minutus",98,"Animalia","Chordata","Rodentia","Muridae","Micromys","Micromys minutus",1,44,359,1459,5510,7747627,5219833,FALSE,"Mammalia",NA,NA
2432140,"Micropotamogale lamottei Heim de Balsac, 1954","species","ACCEPTED","EXACT","Micropotamogale lamottei",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Micropotamogale","Micropotamogale lamottei",1,44,359,828,9613,2432138,2432140,FALSE,"Mammalia",NA,NA
2432139,"Micropotamogale ruwenzorii (de Witte & Frechkop, 1955)","species","ACCEPTED","EXACT","Micropotamogale ruwenzorii",98,"Animalia","Chordata","Afrosoricida","Tenrecidae","Micropotamogale","Micropotamogale ruwenzorii",1,44,359,828,9613,2432138,2432139,FALSE,"Mammalia",NA,NA
2432978,"Micropteropus pusillus (Peters, 1868)","species","ACCEPTED","EXACT","Micropteropus pusillus",98,"Animalia","Chordata","Chiroptera","Pteropodidae","Micropteropus","Micropteropus pusillus",1,44,359,734,9367,2432977,2432978,FALSE,"Mammalia",NA,NA
5211250,"Micropterus dolomieu Lacepède, 1802","species","ACCEPTED","EXACT","Micropterus dolomieu",98,"Animalia","Chordata","Perciformes","Centrarchidae","Micropterus","Micropterus dolomieu",1,44,204,587,8513,2391100,5211250,FALSE,"Actinopterygii",NA,NA
2394563,"Micropterus salmoides (Lacepède, 1802)","species","ACCEPTED","EXACT","Micropterus salmoides",98,"Animalia","Chordata","Perciformes","Centrarchidae","Micropterus","Micropterus salmoides",1,44,204,587,8513,2391100,2394563,FALSE,"Actinopterygii",NA,NA
2437361,"Microsciurus flaviventer (Gray, 1867)","species","ACCEPTED","EXACT","Microsciurus flaviventer",98,"Animalia","Chordata","Rodentia","Sciuridae","Microsciurus","Microsciurus flaviventer",1,44,359,1459,9456,2437359,2437361,FALSE,"Mammalia",NA,NA
2438603,"Microtus californicus (Peale, 1848)","species","ACCEPTED","EXACT","Microtus californicus",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus californicus",1,44,359,1459,3240723,2438591,2438603,FALSE,"Mammalia",NA,NA
2438667,"Microtus chrotorrhinus (Miller, 1894)","species","ACCEPTED","EXACT","Microtus chrotorrhinus",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus chrotorrhinus",1,44,359,1459,3240723,2438591,2438667,FALSE,"Mammalia",NA,NA
2438621,"Microtus longicaudus (Merriam, 1888)","species","ACCEPTED","EXACT","Microtus longicaudus",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus longicaudus",1,44,359,1459,3240723,2438591,2438621,FALSE,"Mammalia",NA,NA
2438671,"Microtus ochrogaster (Wagner, 1842)","species","ACCEPTED","EXACT","Microtus ochrogaster",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus ochrogaster",1,44,359,1459,3240723,2438591,2438671,FALSE,"Mammalia",NA,NA
2438635,"Microtus oeconomus (Pallas, 1776)","species","ACCEPTED","EXACT","Microtus oeconomus",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus oeconomus",1,44,359,1459,3240723,2438591,2438635,FALSE,"Mammalia",NA,NA
2438655,"Microtus pennsylvanicus (Ord, 1815)","species","ACCEPTED","EXACT","Microtus pennsylvanicus",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus",1,44,359,1459,3240723,2438591,2438655,FALSE,"Mammalia",NA,NA
2438638,"Microtus pinetorum (Le Conte, 1830)","species","ACCEPTED","EXACT","Microtus pinetorum",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus pinetorum",1,44,359,1459,3240723,2438591,2438638,FALSE,"Mammalia",NA,NA
2438626,"Microtus richardsoni (DeKay, 1842)","species","ACCEPTED","EXACT","Microtus richardsoni",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus richardsoni",1,44,359,1459,3240723,2438591,2438626,FALSE,"Mammalia",NA,NA
2438664,"Microtus xanthognathus (Leach, 1815)","species","ACCEPTED","EXACT","Microtus xanthognathus",98,"Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus xanthognathus",1,44,359,1459,3240723,2438591,2438664,FALSE,"Mammalia",NA,NA
2265089,"Millepora alcicornis Linnaeus, 1758","species","ACCEPTED","EXACT","Millepora alcicornis",98,"Animalia","Cnidaria","Anthoathecata","Milleporidae","Millepora","Millepora alcicornis",1,43,205,838,7000,1004776,2265089,FALSE,"Hydrozoa",NA,NA
2253484,"Milnesium tardigradum Doyère, 1840","species","ACCEPTED","EXACT","Milnesium tardigradum",98,"Animalia","Tardigrada","Apochela","Milnesiidae","Milnesium","Milnesium tardigradum",1,14,134,965,3128,2253472,2253484,FALSE,"Eutardigrada",NA,NA
5229167,"Milvus migrans (Boddaert, 1783)","species","ACCEPTED","EXACT","Milvus migrans",98,"Animalia","Chordata","Accipitriformes","Accipitridae","Milvus","Milvus migrans",1,44,212,7191147,2877,5229166,5229167,FALSE,"Aves",NA,NA
5229168,"Milvus milvus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Milvus milvus",98,"Animalia","Chordata","Accipitriformes","Accipitridae","Milvus","Milvus milvus",1,44,212,7191147,2877,5229166,5229168,FALSE,"Aves",NA,NA
5853057,"Milyeringa brooksi Chakrabarty, 2010","species","ACCEPTED","EXACT","Milyeringa brooksi",98,"Animalia","Chordata","Perciformes","Eleotridae","Milyeringa","Milyeringa brooksi",1,44,204,587,4268,2386466,5853057,FALSE,"Actinopterygii",NA,NA
2433310,"Mimon crenulatum (E.Geoffroy, 1803)","species","SYNONYM","EXACT","Mimon crenulatum",98,"Animalia","Chordata","Chiroptera","Phyllostomidae","Gardnerycteris","Gardnerycteris crenulatum",1,44,359,734,9366,8837835,8962358,TRUE,"Mammalia",8962358,NA
5231677,"Mimus polyglottos (Linnaeus, 1758)","species","ACCEPTED","EXACT","Mimus polyglottos",98,"Animalia","Chordata","Passeriformes","Mimidae","Mimus","Mimus polyglottos",1,44,212,729,9321,2494919,5231677,FALSE,"Aves",NA,NA
2432508,"Miniopterus australis Tomes, 1858","species","ACCEPTED","EXACT","Miniopterus australis",98,"Animalia","Chordata","Chiroptera","Miniopteridae","Miniopterus","Miniopterus australis",1,44,359,734,7456382,2432501,2432508,FALSE,"Mammalia",NA,NA
9796816,"Miniopterus schreibersii (Kuhl, 1817)","species","ACCEPTED","EXACT","Miniopterus schreibersii",98,"Animalia","Chordata","Chiroptera","Miniopteridae","Miniopterus","Miniopterus schreibersii",1,44,359,734,7456382,2432501,9796816,FALSE,"Mammalia",NA,NA
5229541,"Mionectes oleagineus (Lichtenstein, 1823)","species","ACCEPTED","EXACT","Mionectes oleagineus",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Mionectes","Mionectes oleagineus",1,44,212,729,5291,2482811,5229541,FALSE,"Aves",NA,NA
2436591,"Miopithecus talapoin (Schreber, 1774)","species","ACCEPTED","EXACT","Miopithecus talapoin",98,"Animalia","Chordata","Primates","Cercopithecidae","Miopithecus","Miopithecus talapoin",1,44,359,798,9622,2436590,2436591,FALSE,"Mammalia",NA,NA
2434813,"Mirounga angustirostris (Gill, 1866)","species","ACCEPTED","EXACT","Mirounga angustirostris",98,"Animalia","Chordata","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",1,44,359,732,5310,2434812,2434813,FALSE,"Mammalia",NA,NA
2434814,"Mirounga leonina (Linnaeus, 1758)","species","ACCEPTED","EXACT","Mirounga leonina",98,"Animalia","Chordata","Carnivora","Phocidae","Mirounga","Mirounga leonina",1,44,359,732,5310,2434812,2434814,FALSE,"Mammalia",NA,NA
2165951,"Misumena vatia (Clerck, 1757)","species","ACCEPTED","EXACT","Misumena vatia",98,"Animalia","Arthropoda","Araneae","Thomisidae","Misumena","Misumena vatia",1,54,NA,1496,6163,2165925,2165951,FALSE,NA,NA,NA
