"species_raw","adw_primary_diet","adw_carnivore","adw_carnivore.piscivore","adw_carnivore.sanguivore","adw_carnivore.insectivore","adw_carnivore.molluscivore","adw_carnivore.eats_other_marine_invertebrates","adw_herbivore","adw_herbivore.frugivore","adw_herbivore.lignivore","adw_herbivore.algivore","adw_omnivore","adw_planktivore","adw_mycophage","adw_detritivore","adw_coprophage","adw_animal_foods","adw_birds","adw_mammals","adw_amphibians","adw_reptiles","adw_fish","adw_eggs","adw_blood","adw_body_fluids","adw_carrion","adw_insects","adw_terrestrial_non_insect_arthropods","adw_mollusks","adw_terrestrial_worms","adw_aquatic_or_marine_worms","adw_aquatic_crustaceans","adw_echinoderms","adw_cnidarians","adw_other_marine_invertebrates","adw_zooplankton","adw_plant_foods","adw_leaves","adw_roots_and_tubers","adw_wood_bark_or_stems","adw_seeds_grains_and_nuts","adw_fruit","adw_nectar","adw_pollen","adw_flowers","adw_sap_or_other_plant_fluids","adw_bryophytes","adw_lichens","adw_algae","adw_macroalgae","adw_phytoplankton","adw_other_foods","adw_fungus","adw_detritus","adw_dung","adw_microbes","adw_endothermic","adw_ectothermic","adw_heterothermic","adw_homoiothermic","bodymass_kg"
"pelecanus_onocrotalus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,7
"pelecanus_philippensis","Carnivore, Carnivore: Piscivore",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibians, Reptiles, Fish, Aquatic Crustaceans",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,4.9
"penaeus_monodon","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore, Carnivore: Scavenger, Omnivore, Planktivore, Detritivore",1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,"Fish, Eggs, Carrion, Mollusks, Aquatic or Marine Worms, Aquatic Crustaceans, Other Marine Invertebrates",NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,"Phytoplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Detritus",NA,1,NA,NA,NA,1,NA,NA,0.21
"pennella_balaenopterae","Carnivore, Carnivore: Sanguivore, Carnivore: Eats body fluids",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood, Body fluids",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"pentalagus_furnessi","Herbivore, Herbivore: Folivore, Herbivore: Granivore, Coprophage",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dung",NA,NA,1,NA,1,NA,NA,1,2.25325
"penthetor_lucasi","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0425
"peponocephala_electra","Carnivore, Carnivore: Piscivore, Carnivore: Molluscivore",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Mollusks",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,228
"perameles_gunnii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.64
"perameles_nasuta","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Amphibians, Insects",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roots and tubers",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,NA,1,0.8015
"perca_flavescens","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,0.15
"percina_caprodes","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Eggs, Insects, Mollusks, Terrestrial Worms, Aquatic or Marine Worms, Aquatic Crustaceans",NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,0.015
"percina_evides","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"perdicula_asiatica","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"periphylla_periphylla","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Eats other marine invertebrates, Planktivore",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,"Fish, Aquatic Crustaceans, Cnidarians, Other Marine Invertebrates, Zooplankton",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"periplaneta_americana","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"perisoreus_canadensis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0703
"perodicticus_potto","Herbivore, Herbivore: Frugivore, Omnivore",NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Birds, Mammals, Eggs, Insects, Terrestrial Non-insect Arthropods, Mollusks",1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"Fruit, Sap or other plant fluids",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,NA,1,1.1
"perognathus_amplus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0117
"perognathus_fasciatus","Herbivore, Herbivore: Folivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.011
"perognathus_flavescens","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0115
"perognathus_flavus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0075
"perognathus_inornatus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Worms",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,NA,0.0095
"perognathus_parvus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0201
"peromyscus_attwateri","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit, Flowers",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.03
"peromyscus_aztecus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,1,0.029
"peromyscus_boylii","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,1,0.029
"peromyscus_californicus","Herbivore, Herbivore: Frugivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit, Flowers",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0438
"peromyscus_crinitus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.017
"peromyscus_eremicus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit, Flowers",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,1,0.025
"peromyscus_gossypinus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit, Flowers",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,1,1,0.0315
"peromyscus_keeni","Herbivore, Herbivore: Granivore, Omnivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"Birds, Fish, Eggs, Carrion, Insects, Terrestrial Non-insect Arthropods",1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,NA,1,0.02
"peromyscus_leucopus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers",1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,NA,NA,0.023
"peromyscus_maniculatus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit, Flowers",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,1,0.017
"peromyscus_polionotus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0125
"peromyscus_truei","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.02
"peropteryx_kappleri","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"peropteryx_macrotis","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.006
"peroryctes_raffrayana","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.82
"petaurillus_hosei","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0785
"petaurista_elegans","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Eggs, Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,1.25
"petaurista_leucogenys","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore, Herbivore: Lignivore",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit, Flowers",1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,1.15
"petaurista_petaurista","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,1.75
"petauroides_volans","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,1.25
"petaurus_australis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.5725
"petaurus_breviceps","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.11
"petaurus_gracilis","Herbivore, Herbivore: Folivore, Herbivore: Nectarivore, Herbivore: Eats sap or other plant foods",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fruit, Nectar, Pollen, Flowers, Sap or other plant fluids",NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.38
"petaurus_norfolcensis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.245
"petrodromus_tetradactylus","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.205
"petrogale_assimilis","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,4.5
"petrogale_brachyotis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,4.5
"petrogale_concinna","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,1.4
"petrogale_lateralis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,5.05
"petrogale_penicillata","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,7.45
"petrogale_persephone","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,NA,NA,6.6
"petrogale_xanthopus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,5.5
"petromus_typicus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit, Flowers",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.2
"petromyscus_collinus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dung",NA,NA,1,NA,1,NA,NA,NA,0.0182
"petromyzon_marinus","Carnivore, Carnivore: Piscivore, Carnivore: Sanguivore, Carnivore: Eats body fluids, Herbivore, Herbivore: Algivore, Omnivore, Detritivore",1,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,"Fish, Blood, Body fluids, Carrion",NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Detritus",NA,1,NA,NA,NA,NA,NA,NA,1.75
"petropseudes_dahli","Herbivore, Herbivore: Folivore, Herbivore: Frugivore",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Fruit, Flowers",1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,1.64
"phacochoerus_aethiopicus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Carrion, Insects",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems, Fruit, Flowers",1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Dung",NA,NA,1,NA,1,NA,NA,1,75
