"species_raw","adw_primary_diet","adw_carnivore","adw_carnivore.piscivore","adw_carnivore.sanguivore","adw_carnivore.insectivore","adw_carnivore.molluscivore","adw_carnivore.eats_other_marine_invertebrates","adw_herbivore","adw_herbivore.frugivore","adw_herbivore.lignivore","adw_herbivore.algivore","adw_omnivore","adw_planktivore","adw_mycophage","adw_detritivore","adw_coprophage","adw_animal_foods","adw_birds","adw_mammals","adw_amphibians","adw_reptiles","adw_fish","adw_eggs","adw_blood","adw_body_fluids","adw_carrion","adw_insects","adw_terrestrial_non_insect_arthropods","adw_mollusks","adw_terrestrial_worms","adw_aquatic_or_marine_worms","adw_aquatic_crustaceans","adw_echinoderms","adw_cnidarians","adw_other_marine_invertebrates","adw_zooplankton","adw_plant_foods","adw_leaves","adw_roots_and_tubers","adw_wood_bark_or_stems","adw_seeds_grains_and_nuts","adw_fruit","adw_nectar","adw_pollen","adw_flowers","adw_sap_or_other_plant_fluids","adw_bryophytes","adw_lichens","adw_algae","adw_macroalgae","adw_phytoplankton","adw_other_foods","adw_fungus","adw_detritus","adw_dung","adw_microbes","adw_endothermic","adw_ectothermic","adw_heterothermic","adw_homoiothermic","bodymass_kg"
"dendromus_melanotis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0125
"dendromus_mystacalis","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.012
"dendronotus_frondosus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"dendrortyx_barbatus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.43
"dermacentor_andersoni","Carnivore, Carnivore: Sanguivore",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.00035
"dermacentor_variabilis","Carnivore, Carnivore: Sanguivore",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"dermatemys_mawii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,20
"dermatobia_hominis","Carnivore, Carnivore: Eats body fluids",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body fluids",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"dermatolepis_dermatolepis","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Aquatic Crustaceans",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,12.5
"dermochelys_coriacea","Carnivore, Carnivore: Eats other marine invertebrates",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Mollusks, Aquatic or Marine Worms, Aquatic Crustaceans, Echinoderms, Cnidarians, Zooplankton",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,575
"desmana_moschata","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"desmodus_rotundus","Carnivore, Carnivore: Sanguivore",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0325
"desmognathus_fuscus","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"desmognathus_ochrophaeus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,6e-04
"desmognathus_wrighti","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"diadema_antillarum","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Eats other marine invertebrates, Herbivore, Herbivore: Algivore, Omnivore",1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,"Aquatic or Marine Worms, Cnidarians, Other Marine Invertebrates, Zooplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,"Algae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"diadema_savignyi","Herbivore, Herbivore: Algivore",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Algae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Detritus",NA,1,NA,NA,NA,1,1,NA,0.12
"diadophis_punctatus","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Vermivore",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibians, Reptiles, Mollusks, Terrestrial Worms",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA
"diaemus_youngi","Carnivore, Carnivore: Sanguivore",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.04
"diapheromera_femorata","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Flowers",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"dicamptodon_ensatus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"dicamptodon_tenebrosus","Carnivore, Carnivore: Eats terrestrial vertebrates",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammals, Amphibians, Reptiles, Fish, Eggs, Insects, Other Marine Invertebrates",NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,0.068
"dicentrarchus_labrax","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,9.5
"dicerorhinus_sumatrensis","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Lignivore",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,1400
"diceros_bicornis","Herbivore, Herbivore: Folivore, Herbivore: Lignivore",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems, Seeds, grains, and nuts",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,1100
"diclidurus_albus","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.02
"dicopomorpha_echmepterygis","Carnivore, Carnivore: Eats eggs",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"dicrocoelium_dendriticum","Carnivore, Carnivore: Eats body fluids",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body fluids",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"dicrostonyx_groenlandicus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.071
"dicrurus_paradiseus","Carnivore, Carnivore: Insectivore, Herbivore, Herbivore: Nectarivore",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nectar",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.1
"didelphis_albiventris","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds, Mammals, Reptiles, Insects",1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,1.625
"didelphis_aurita","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Birds, Mammals, Reptiles, Fish, Insects, Terrestrial Worms, Aquatic Crustaceans",1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"Fruit",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,1.29
"didelphis_imperfecta","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds, Mammals, Reptiles, Insects",1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"didelphis_marsupialis","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Birds, Mammals, Amphibians, Reptiles, Carrion, Insects, Terrestrial Worms",1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Leaves, Fruit, Nectar",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,1.53
"didelphis_pernigra","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Birds, Mammals, Insects, Terrestrial Non-insect Arthropods",1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"didelphis_virginiana","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Birds, Mammals, Amphibians, Reptiles, Carrion, Insects, Terrestrial Worms",1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,3.95
"dinomys_branickii","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Lignivore",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,12.5
"dioctophyma_renale","Carnivore, Carnivore: Sanguivore, Carnivore: Eats body fluids",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood, Body fluids",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"diodon_hystrix","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Eats other marine invertebrates",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusks, Aquatic or Marine Worms, Aquatic Crustaceans, Echinoderms, Other Marine Invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,2.8
"diodora_aspera","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"diomedea_epomophora","Carnivore, Carnivore: Piscivore, Carnivore: Molluscivore",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Mollusks, Aquatic Crustaceans",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,9
"diomedea_exulans","Carnivore, Carnivore: Piscivore, Carnivore: Molluscivore",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Mollusks, Aquatic Crustaceans",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,8.13
"diopatra_cuprea","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"diphylla_ecaudata","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.035
"diphyllobothrium_latum","Carnivore, Carnivore: Eats body fluids",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body fluids",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"diphyllobothrium_mansonoides","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"diphyllodes_magnificus","Herbivore, Herbivore: Frugivore",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Fruit, Flowers",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.159
"diploria_labyrinthiformis","Carnivore, Carnivore: Eats other marine invertebrates",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic or Marine Worms, Aquatic Crustaceans, Other Marine Invertebrates, Zooplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microbes",NA,NA,NA,1,NA,1,1,NA,NA
"dipodomys_californicus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Seeds, grains, and nuts, Fruit",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"dipodomys_compactus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts, Fruit",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.052
"dipodomys_deserti","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.1155
"dipodomys_elator","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0807
"dipodomys_heermanni","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.075
"dipodomys_ingens","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA
"dipodomys_merriami","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.045
"dipodomys_microps","Herbivore, Herbivore: Folivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dung",NA,NA,1,NA,1,NA,NA,1,0.055
"dipodomys_nitratoides","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.042
"dipodomys_ordii","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0755
"dipodomys_spectabilis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.145
"dipodomys_stephensi","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.065
"dipodomys_venustus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0825
