"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","note","acceptedusagekey"
5789067,"Polioptila clementsi B.M.Whitney & J.A.Alonso, 2005","species","ACCEPTED","EXACT","Polioptila clementsi",98,"Animalia","Chordata","Passeriformes","Polioptilidae","Polioptila","Polioptila clementsi",1,44,212,729,5789066,2487581,5789067,FALSE,"Aves",NA,NA
5789079,"Scytalopus pachecoi Mauricio, 2005","species","ACCEPTED","EXACT","Scytalopus pachecoi",98,"Animalia","Chordata","Passeriformes","Rhinocryptidae","Scytalopus","Scytalopus pachecoi",1,44,212,729,5281,2490976,5789079,FALSE,"Aves",NA,NA
5788882,"Sheppardia aurantiithorax Beresford, Fjeldsa & Kiure, 2004","species","ACCEPTED","EXACT","Sheppardia aurantiithorax",98,"Animalia","Chordata","Passeriformes","Muscicapidae","Sheppardia","Sheppardia aurantiithorax",1,44,212,729,9322,2492445,5788882,FALSE,"Aves",NA,NA
5789072,"Scytalopus stilesi A.M.Cuervo, C.D.Cadena, Krabbe & Renjifo, 2005","species","ACCEPTED","EXACT","Scytalopus stilesi",98,"Animalia","Chordata","Passeriformes","Rhinocryptidae","Scytalopus","Scytalopus stilesi",1,44,212,729,5281,2490976,5789072,FALSE,"Aves",NA,NA
5789077,"Scytalopus rodriguezi Krabbe, P.G.W.Salaman, A.Cortes, A.Quevedo, L.A.Ortega & C.D.Cadena, 2005","species","ACCEPTED","EXACT","Scytalopus rodriguezi",98,"Animalia","Chordata","Passeriformes","Rhinocryptidae","Scytalopus","Scytalopus rodriguezi",1,44,212,729,5281,2490976,5789077,FALSE,"Aves",NA,NA
2497791,"Ninox ios Rasmussen, 1999","species","ACCEPTED","EXACT","Ninox ios",98,"Animalia","Chordata","Strigiformes","Strigidae","Ninox","Ninox ios",1,44,212,1450,9348,2497780,2497791,FALSE,"Aves",NA,NA
2495122,"Hypositta perdita D.S.Peters, 1996","species","ACCEPTED","EXACT","Hypositta perdita",98,"Animalia","Chordata","Passeriformes","Vangidae","Hypositta","Hypositta perdita",1,44,212,729,5294,2495120,2495122,FALSE,"Aves",NA,NA
2474520,"Gallirallus calayanensis D.Allen, C.Oliveros, C.Espanola G.Broad & J.C.T.Gonzalez, 2004","species","ACCEPTED","EXACT","Gallirallus calayanensis",98,"Animalia","Chordata","Gruiformes","Rallidae","Gallirallus","Gallirallus calayanensis",1,44,212,1493,9342,2474519,2474520,FALSE,"Aves",NA,NA
2484680,"Aethopyga linaraborae Kennedy, Gonzales & Miranda, 1997","species","ACCEPTED","EXACT","Aethopyga linaraborae",98,"Animalia","Chordata","Passeriformes","Nectariniidae","Aethopyga","Aethopyga linaraborae",1,44,212,729,5259,2484667,2484680,FALSE,"Aves",NA,NA
4852292,"Amaurornis magnirostris","species","ACCEPTED","EXACT","Amaurornis magnirostris",98,"Animalia","Chordata","Gruiformes","Rallidae","Amaurornis","Amaurornis magnirostris",1,44,212,1493,9342,2474731,4852292,FALSE,"Aves",NA,NA
2491737,"Amaurospiza carrizalensis Lentino & Restall, 2003","species","ACCEPTED","EXACT","Amaurospiza carrizalensis",98,"Animalia","Chordata","Passeriformes","Cardinalidae","Amaurospiza","Amaurospiza carrizalensis",1,44,212,729,9285,2491732,2491737,FALSE,"Aves",NA,NA
2487618,"Antilophia bokermanni Coelho & Silva, 1998","species","ACCEPTED","EXACT","Antilophia bokermanni",98,"Animalia","Chordata","Passeriformes","Pipridae","Antilophia","Antilophia bokermanni",1,44,212,729,5270,2487616,2487618,FALSE,"Aves",NA,NA
2491467,"Atlapetes terborghi Remsen, 1993","species","ACCEPTED","EXACT","Atlapetes terborghi",98,"Animalia","Chordata","Passeriformes","Emberizidae","Atlapetes","Atlapetes terborghi",1,44,212,729,9608,2491388,2491467,FALSE,"Aves",NA,NA
5733837,"Bradypterus alishanensis Rasmussen, Round, Dickinson & Rozendaal, 2000","species","SYNONYM","EXACT","Bradypterus alishanensis",98,"Animalia","Chordata","Passeriformes","Locustellidae","Locustella","Locustella alishanensis",1,44,212,729,6100825,2493547,7443420,TRUE,"Aves",NA,7443420
5788997,"Garrulax ngoclinhensis Eames et al., 1999","species","ACCEPTED","EXACT","Garrulax ngoclinhensis",98,"Animalia","Chordata","Passeriformes","Leiothrichidae","Garrulax","Garrulax ngoclinhensis",1,44,212,729,6101112,2493438,5788997,FALSE,"Aves",NA,NA
2496947,"Caprimulgus solala Safford, Ash, Duckworth, Telfer & Zewdie, 1995","species","ACCEPTED","EXACT","Caprimulgus solala",98,"Animalia","Chordata","Caprimulgiformes","Caprimulgidae","Caprimulgus","Caprimulgus solala",1,44,212,8510645,5225,2496826,2496947,FALSE,"Aves",NA,NA
5789241,"Henicorhina negreti P.G.W.Salaman, Coopmans, T.M.Donegan, M.Mulligan, A.Cortes, S.L.Hilty & L.A.Ortega, 2003","species","ACCEPTED","EXACT","Henicorhina negreti",98,"Animalia","Chordata","Passeriformes","Troglodytidae","Henicorhina","Henicorhina negreti",1,44,212,729,9355,2493955,5789241,FALSE,"Aves",NA,NA
2483942,"Zimmerius villarejoi J.Alvarez & B.M.Whitney, 2001","species","ACCEPTED","EXACT","Zimmerius villarejoi",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Zimmerius","Zimmerius villarejoi",1,44,212,729,5291,2483931,2483942,FALSE,"Aves",NA,NA
5789164,"Cettia haddeni","species","ACCEPTED","EXACT","Cettia haddeni",98,"Animalia","Chordata","Passeriformes","Cettiidae","Cettia","Cettia haddeni",1,44,212,729,6100900,2492997,5789164,FALSE,"Aves",NA,NA
5788984,"Actinodura sodangorum Eames, Trai, Cu & Eve, 1999","species","ACCEPTED","EXACT","Actinodura sodangorum",98,"Animalia","Chordata","Passeriformes","Leiothrichidae","Actinodura","Actinodura sodangorum",1,44,212,729,6101112,2493103,5788984,FALSE,"Aves",NA,NA
5788999,"Garrulax konkakinhensis J.C.Eames & C.Eames, 2001","species","ACCEPTED","EXACT","Garrulax konkakinhensis",98,"Animalia","Chordata","Passeriformes","Leiothrichidae","Garrulax","Garrulax konkakinhensis",1,44,212,729,6101112,2493438,5788999,FALSE,"Aves",NA,NA
5232080,"Glaucidium mooreorum Silva, Coelho & Gonzaga, 2002","species","ACCEPTED","EXACT","Glaucidium mooreorum",98,"Animalia","Chordata","Strigiformes","Strigidae","Glaucidium","Glaucidium mooreorum",1,44,212,1450,9348,2497151,5232080,FALSE,"Aves",NA,NA
5788705,"Grallaria ridgelyi Krabbe, Agro, Rice, Jacome, Navarrete & Sornoza, 1999","species","ACCEPTED","EXACT","Grallaria ridgelyi",98,"Animalia","Chordata","Passeriformes","Grallariidae","Grallaria","Grallaria ridgelyi",1,44,212,729,6101110,2490516,5788705,FALSE,"Aves",NA,NA
2474684,"Gymnocrex talaudensis Lambert, 1998","species","ACCEPTED","EXACT","Gymnocrex talaudensis",98,"Animalia","Chordata","Gruiformes","Rallidae","Gymnocrex","Gymnocrex talaudensis",1,44,212,1493,9342,2474680,2474684,FALSE,"Aves",NA,NA
2495103,"Calicalicus rufocarpalis Goodman, Hawkins & Domergue, 1997","species","ACCEPTED","EXACT","Calicalicus rufocarpalis",98,"Animalia","Chordata","Passeriformes","Vangidae","Calicalicus","Calicalicus rufocarpalis",1,44,212,729,5294,2495101,2495103,FALSE,"Aves",NA,NA
5231001,"Heinrichia calligyna Stresemann, 1931","species","ACCEPTED","EXACT","Heinrichia calligyna",98,"Animalia","Chordata","Passeriformes","Muscicapidae","Heinrichia","Heinrichia calligyna",1,44,212,729,9322,2490887,5231001,FALSE,"Aves",NA,NA
2491315,"Sporophila ardesiaca (A.J.C.Dubois, 1894)","species","ACCEPTED","EXACT","Sporophila ardesiaca",98,"Animalia","Chordata","Passeriformes","Thraupidae","Sporophila","Sporophila ardesiaca",1,44,212,729,9352,2491308,2491315,FALSE,"Aves",NA,NA
5789131,"Cnipodectes superrufus","species","ACCEPTED","EXACT","Cnipodectes superrufus",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Cnipodectes","Cnipodectes superrufus",1,44,212,729,5291,2483287,5789131,FALSE,"Aves",NA,NA
5788552,"Eriocnemis isabellae","species","ACCEPTED","EXACT","Eriocnemis isabellae",98,"Animalia","Chordata","Apodiformes","Trochilidae","Eriocnemis","Eriocnemis isabellae",1,44,212,1448,5289,2476643,5788552,FALSE,"Aves",NA,NA
5789128,"Phyllomyias weedeni","species","ACCEPTED","EXACT","Phyllomyias weedeni",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Phyllomyias","Phyllomyias weedeni",1,44,212,729,5291,2484032,5789128,FALSE,"Aves",NA,NA
5788700,"Pycnonotus hualon I.A.Woxvold, J.W.Duckworth & R.J.Timmins, 2009","species","ACCEPTED","EXACT","Pycnonotus hualon",98,"Animalia","Chordata","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus hualon",1,44,212,729,5277,2486114,5788700,FALSE,"Aves",NA,NA
5789000,"Stachyris nonggangensis Fang & Aiwu, 2008","species","ACCEPTED","EXACT","Stachyris nonggangensis",98,"Animalia","Chordata","Passeriformes","Timaliidae","Stachyris","Stachyris nonggangensis",1,44,212,729,3241609,2493406,5789000,FALSE,"Aves",NA,NA
5229415,"Oceanites maorianus (Mathews, 1932)","species","ACCEPTED","EXACT","Oceanites maorianus",98,"Animalia","Chordata","Procellariiformes","Hydrobatidae","Oceanites","Oceanites maorianus",1,44,212,7192755,5249,2481963,5229415,FALSE,"Aves",NA,NA
5788413,"Pyrilia aurantiocephala","species","ACCEPTED","EXACT","Pyrilia aurantiocephala",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Pyrilia","Pyrilia aurantiocephala",1,44,212,1445,9340,7340174,5788413,FALSE,"Aves",NA,NA
2495144,"Apteryx mantelli Bartlett, 1852","species","ACCEPTED","EXACT","Apteryx mantelli",98,"Animalia","Chordata","Apterygiformes","Apterygidae","Apteryx","Apteryx mantelli",1,44,212,8454030,7258,2495138,2495144,FALSE,"Aves",NA,NA
2477462,"Rhynchotus maculicollis G.R.Gray, 1867","species","ACCEPTED","EXACT","Rhynchotus maculicollis",98,"Animalia","Chordata","Tinamiformes","Tinamidae","Rhynchotus","Rhynchotus maculicollis",1,44,212,726,9353,2477461,2477462,FALSE,"Aves",NA,NA
2482125,"Megapodius tenimberensis P.L.Sclater, 1883","species","ACCEPTED","EXACT","Megapodius tenimberensis",98,"Animalia","Chordata","Galliformes","Megapodiidae","Megapodius","Megapodius tenimberensis",1,44,212,723,9318,2482114,2482125,FALSE,"Aves",NA,NA
2482127,"Megapodius geelvinkianus A.B.Meyer, 1874","species","ACCEPTED","EXACT","Megapodius geelvinkianus",98,"Animalia","Chordata","Galliformes","Megapodiidae","Megapodius","Megapodius geelvinkianus",1,44,212,723,9318,2482114,2482127,FALSE,"Aves",NA,NA
2473647,"Arborophila campbelli (Robinson, 1904)","species","ACCEPTED","EXACT","Arborophila campbelli",98,"Animalia","Chordata","Galliformes","Phasianidae","Arborophila","Arborophila campbelli",1,44,212,723,9331,2473604,2473647,FALSE,"Aves",NA,NA
2473648,"Arborophila sumatrana Ogilvie-Grant, 1891","species","ACCEPTED","EXACT","Arborophila sumatrana",98,"Animalia","Chordata","Galliformes","Phasianidae","Arborophila","Arborophila sumatrana",1,44,212,723,9331,2473604,2473648,FALSE,"Aves",NA,NA
2473621,"Arborophila rolli (Rothschild, 1909)","species","ACCEPTED","EXACT","Arborophila rolli",98,"Animalia","Chordata","Galliformes","Phasianidae","Arborophila","Arborophila rolli",1,44,212,723,9331,2473604,2473621,FALSE,"Aves",NA,NA
5227992,"Lophura hatinhensis Vo Quy, 1975","species","ACCEPTED","EXACT","Lophura hatinhensis",98,"Animalia","Chordata","Galliformes","Phasianidae","Lophura","Lophura hatinhensis",1,44,212,723,9331,2473973,5227992,FALSE,"Aves",NA,NA
5227991,"Lophura hoogerwerfi (Chasen, 1939)","species","SYNONYM","EXACT","Lophura hoogerwerfi",98,"Animalia","Chordata","Galliformes","Phasianidae","Lophura","Lophura inornata",1,44,212,723,9331,2473973,5227988,TRUE,"Aves",NA,5227990
2474100,"Crossoptilon harmani Elwes, 1881","species","ACCEPTED","EXACT","Crossoptilon harmani",98,"Animalia","Chordata","Galliformes","Phasianidae","Crossoptilon","Crossoptilon harmani",1,44,212,723,9331,2474097,2474100,FALSE,"Aves",NA,NA
5788396,"Polyplectron katsumatae","species","ACCEPTED","EXACT","Polyplectron katsumatae",98,"Animalia","Chordata","Galliformes","Phasianidae","Polyplectron","Polyplectron katsumatae",1,44,212,723,9331,2474073,5788396,FALSE,"Aves",NA,NA
7340146,"Dendragapus fuliginosus","species","ACCEPTED","EXACT","Dendragapus fuliginosus",98,"Animalia","Chordata","Galliformes","Phasianidae","Dendragapus","Dendragapus fuliginosus",1,44,212,723,9331,2473587,7340146,FALSE,"Aves",NA,NA
5959243,"Centrocercus minimus J.R.Young, C.E.Braun, S.J.Oyler-McCance, J.R.Hupp & T.W.Quinn, 2000","species","ACCEPTED","EXACT","Centrocercus minimus",98,"Animalia","Chordata","Galliformes","Phasianidae","Centrocercus","Centrocercus minimus",1,44,212,723,9331,5959239,5959243,FALSE,"Aves",NA,NA
5232452,"Branta hutchinsii (Richardson, 1832)","species","ACCEPTED","EXACT","Branta hutchinsii",98,"Animalia","Chordata","Anseriformes","Anatidae","Branta","Branta hutchinsii",1,44,212,1108,2986,2498190,5232452,FALSE,"Aves",NA,NA
2498072,"Anas wyvilliana Sclater, 1878","species","ACCEPTED","EXACT","Anas wyvilliana",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas wyvilliana",1,44,212,1108,2986,2498056,2498072,FALSE,"Aves",NA,NA
2498109,"Anas laysanensis Rothschild, 1892","species","ACCEPTED","EXACT","Anas laysanensis",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas laysanensis",1,44,212,1108,2986,2498056,2498109,FALSE,"Aves",NA,NA
2498080,"Anas fulvigula Ridgway, 1874","species","ACCEPTED","EXACT","Anas fulvigula",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas fulvigula",1,44,212,1108,2986,2498056,2498080,FALSE,"Aves",NA,NA
2498095,"Anas gracilis Buller, 1869","species","ACCEPTED","EXACT","Anas gracilis",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas gracilis",1,44,212,1108,2986,2498056,2498095,FALSE,"Aves",NA,NA
2498120,"Anas nesiotis (J.H.Fleming, 1935)","species","ACCEPTED","EXACT","Anas nesiotis",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas nesiotis",1,44,212,1108,2986,2498056,2498120,FALSE,"Aves",NA,NA
2498063,"Anas chlorotis G.R.Gray, 1845","species","ACCEPTED","EXACT","Anas chlorotis",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas chlorotis",1,44,212,1108,2986,2498056,2498063,FALSE,"Aves",NA,NA
2498068,"Anas andium (P.L.Sclater & Salvin, 1873)","species","SYNONYM","EXACT","Anas andium",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas flavirostris",1,44,212,1108,2986,2498056,2498065,TRUE,"Aves",NA,6178382
2498098,"Anas eatoni (Sharpe, 1875)","species","ACCEPTED","EXACT","Anas eatoni",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas eatoni",1,44,212,1108,2986,2498056,2498098,FALSE,"Aves",NA,NA
2498131,"Anas puna Tschudi, 1844","species","ACCEPTED","EXACT","Anas puna",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas puna",1,44,212,1108,2986,2498056,2498131,FALSE,"Aves",NA,NA
5789377,"Melanerpes pulcher P.L.Sclater, 1870","species","ACCEPTED","EXACT","Melanerpes pulcher",98,"Animalia","Chordata","Piciformes","Picidae","Melanerpes","Melanerpes pulcher",1,44,212,724,9333,2478067,5789377,FALSE,"Aves",NA,NA
5789373,"Dendrocopos ramsayi","species","ACCEPTED","EXACT","Dendrocopos ramsayi",98,"Animalia","Chordata","Piciformes","Picidae","Dendrocopos","Dendrocopos ramsayi",1,44,212,724,9333,2477899,5789373,FALSE,"Aves",NA,NA
2477946,"Dendrocopos nanus (Vigors, 1832)","species","SYNONYM","EXACT","Dendrocopos nanus",98,"Animalia","Chordata","Piciformes","Picidae","Dendrocopos","Dendrocopos moluccensis",1,44,212,724,9333,2477899,2477942,TRUE,"Aves",NA,6177214
2477736,"Picoides arizonae (Hargitt, 1886)","species","ACCEPTED","EXACT","Picoides arizonae",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides arizonae",1,44,212,724,9333,2477732,2477736,FALSE,"Aves",NA,NA
5228949,"Celeus obrieni Short, 1973","species","ACCEPTED","EXACT","Celeus obrieni",98,"Animalia","Chordata","Piciformes","Picidae","Celeus","Celeus obrieni",1,44,212,724,9333,2478432,5228949,FALSE,"Aves",NA,NA
2478547,"Picus vaillantii (Malherbe, 1847)","species","ACCEPTED","EXACT","Picus vaillantii",98,"Animalia","Chordata","Piciformes","Picidae","Picus","Picus vaillantii",1,44,212,724,9333,2478487,2478547,FALSE,"Aves",NA,NA
2478657,"Megalaima Gray, 1846","genus","ACCEPTED","HIGHERRANK","Megalaima",94,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima",NA,1,44,212,724,9343,2478657,NA,FALSE,"Aves",NA,NA
5733838,"Megalaima nuchalis Gould, 1863","species","ACCEPTED","EXACT","Megalaima nuchalis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima nuchalis",1,44,212,724,9343,2478657,5733838,FALSE,"Aves",NA,NA
5789363,"Pogoniulus makawai Benson & M.P.S.Irwin, 1965","species","ACCEPTED","EXACT","Pogoniulus makawai",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus makawai",1,44,212,724,9343,2478906,5789363,FALSE,"Aves",NA,NA
2478896,"Trachyphonus usambiro Neumann, 1908","species","SYNONYM","EXACT","Trachyphonus usambiro",98,"Animalia","Chordata","Piciformes","Ramphastidae","Trachyphonus","Trachyphonus darnaudii",1,44,212,724,9343,2478889,2478893,TRUE,"Aves",NA,6177017
2479031,"Capito auratus (Dumont, 1816)","species","ACCEPTED","EXACT","Capito auratus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito auratus",1,44,212,724,9343,2479028,2479031,FALSE,"Aves",NA,NA
2478768,"Ramphastos swainsonii Gould, 1833","species","ACCEPTED","EXACT","Ramphastos swainsonii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos swainsonii",1,44,212,724,9343,2478764,2478768,FALSE,"Aves",NA,NA
7340220,"Notharchus hyperrhynchus","species","ACCEPTED","EXACT","Notharchus hyperrhynchus",98,"Animalia","Chordata","Piciformes","Bucconidae","Notharchus","Notharchus hyperrhynchus",1,44,212,724,5703,2475095,7340220,FALSE,"Aves",NA,NA
2475980,"Tockus jacksoni (Ogilvie-Grant, 1891)","species","ACCEPTED","EXACT","Tockus jacksoni",98,"Animalia","Chordata","Bucerotiformes","Bucerotidae","Tockus","Tockus jacksoni",1,44,212,716,9720,2475953,2475980,FALSE,"Aves",NA,NA
2476017,"Penelopides samarensis Steere, 1890","species","SYNONYM","EXACT","Penelopides samarensis",98,"Animalia","Chordata","Bucerotiformes","Bucerotidae","Penelopides","Penelopides affinis",1,44,212,716,9720,2476013,2476014,TRUE,"Aves",NA,6180375
5788445,"Bycanistes albotibialis (Cabanis & Reichenow, 1877)","species","SYNONYM","EXACT","Bycanistes albotibialis",98,"Animalia","Chordata","Bucerotiformes","Bucerotidae","Bycanistes","Bycanistes cylindricus",1,44,212,716,9720,2475931,5228447,TRUE,"Aves",NA,5228448
5788447,"Trogon mesurus","species","ACCEPTED","EXACT","Trogon mesurus",98,"Animalia","Chordata","Trogoniformes","Trogonidae","Trogon","Trogon mesurus",1,44,212,1449,9356,2496633,5788447,FALSE,"Aves",NA,NA
5788448,"Trogon chionurus P.L.Sclater & Salvin, 1870","species","ACCEPTED","EXACT","Trogon chionurus",98,"Animalia","Chordata","Trogoniformes","Trogonidae","Trogon","Trogon chionurus",1,44,212,1449,9356,2496633,5788448,FALSE,"Aves",NA,NA
2496655,"Trogon aurantiiventris Gould, 1856","species","ACCEPTED","EXACT","Trogon aurantiiventris",98,"Animalia","Chordata","Trogoniformes","Trogonidae","Trogon","Trogon aurantiiventris",1,44,212,1449,9356,2496633,2496655,FALSE,"Aves",NA,NA
5788446,"Trogon caligatus","species","ACCEPTED","EXACT","Trogon caligatus",98,"Animalia","Chordata","Trogoniformes","Trogonidae","Trogon","Trogon caligatus",1,44,212,1449,9356,2496633,5788446,FALSE,"Aves",NA,NA
4843843,"Todiramphus ruficollaris","species","ACCEPTED","EXACT","Todiramphus ruficollaris",98,"Animalia","Chordata","Coraciiformes","Alcedinidae","Todiramphus","Todiramphus ruficollaris",1,44,212,1447,2984,2475686,4843843,FALSE,"Aves",NA,NA
5228389,"Ceyx rufidorsa Strickland, 1847","species","SYNONYM","EXACT","Ceyx rufidorsa",98,"Animalia","Chordata","Coraciiformes","Alcedinidae","Ceyx","Ceyx erithaca",1,44,212,1447,2984,2475818,5228386,TRUE,"Aves",NA,7191465
4843842,"Todiramphus recurvirostris","species","ACCEPTED","EXACT","Todiramphus recurvirostris",98,"Animalia","Chordata","Coraciiformes","Alcedinidae","Todiramphus","Todiramphus recurvirostris",1,44,212,1447,2984,2475686,4843842,FALSE,"Aves",NA,NA
2475399,"Merops nubicoides Des Murs & Pucheran, 1846","species","SYNONYM","EXACT","Merops nubicoides",98,"Animalia","Chordata","Coraciiformes","Meropidae","Merops","Merops nubicus",1,44,212,1447,9320,2475391,2475396,TRUE,"Aves",NA,6175862
5231924,"Cuculus lepidus S.Muller, 1845","species","ACCEPTED","EXACT","Cuculus lepidus",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Cuculus","Cuculus lepidus",1,44,212,1492,9309,2336662,5231924,FALSE,"Aves",NA,NA
2496279,"Cacomantis passerinus (Vahl, 1797)","species","ACCEPTED","EXACT","Cacomantis passerinus",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Cacomantis","Cacomantis passerinus",1,44,212,1492,9309,2496248,2496279,FALSE,"Aves",NA,NA
2496277,"Cacomantis sepulcralis (S.Muller, 1843)","species","SYNONYM","EXACT","Cacomantis sepulcralis",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Cacomantis","Cacomantis variolosus",1,44,212,1492,9309,2496248,2496264,TRUE,"Aves",NA,6170370
2496340,"Chrysococcyx russatus Gould, 1868","species","SYNONYM","EXACT","Chrysococcyx russatus",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Chrysococcyx","Chrysococcyx minutillus",1,44,212,1492,9309,2496313,2496334,TRUE,"Aves",NA,6170299
2496317,"Chrysococcyx crassirostris (Salvadori, 1878)","species","ACCEPTED","EXACT","Chrysococcyx crassirostris",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Chrysococcyx","Chrysococcyx crassirostris",1,44,212,1492,9309,2496313,2496317,FALSE,"Aves",NA,NA
2496360,"Eudynamys melanorhyncha S.Muller, 1843","species","SYNONYM","FUZZY","Eudynamys melanorhyncha",95,"Animalia","Chordata","Cuculiformes","Cuculidae","Eudynamys","Eudynamys scolopaceus",1,44,212,1492,9309,2496346,2496347,TRUE,"Aves",NA,6170353
4848207,"Eudynamys orientalis","species","ACCEPTED","EXACT","Eudynamys orientalis",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Eudynamys","Eudynamys orientalis",1,44,212,1492,9309,2496346,4848207,FALSE,"Aves",NA,NA
5232015,"Neomorphus squamiger Todd, 1925","species","ACCEPTED","EXACT","Neomorphus squamiger",98,"Animalia","Chordata","Cuculiformes","Cuculidae","Neomorphus","Neomorphus squamiger",1,44,212,1492,9309,2496604,5232015,FALSE,"Aves",NA,NA
5229099,"Cyanoramphus saisseti J.Verreaux & Des Murs, 1860","species","ACCEPTED","EXACT","Cyanoramphus saisseti",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Cyanoramphus","Cyanoramphus saisseti",1,44,212,1445,9340,8209719,5229099,FALSE,"Aves",NA,NA
5229103,"Cyanoramphus cookii (G.R.Gray, 1859)","species","ACCEPTED","EXACT","Cyanoramphus cookii",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Cyanoramphus","Cyanoramphus cookii",1,44,212,1445,9340,8209719,5229103,FALSE,"Aves",NA,NA
5788426,"Eunymphicus uvaeensis (E.L.Layard & E.L.C.Layard, 1882)","species","SYNONYM","EXACT","Eunymphicus uvaeensis",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Eunymphicus","Eunymphicus cornutus",1,44,212,1445,9340,2480143,2480144,TRUE,"Aves",NA,6170855
4851294,"Pyrrhura griseipectus","species","ACCEPTED","EXACT","Pyrrhura griseipectus",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Pyrrhura","Pyrrhura griseipectus",1,44,212,1445,9340,2479799,4851294,FALSE,"Aves",NA,NA
2479838,"Pyrrhura pfrimeri Ribeiro, 1920","species","ACCEPTED","EXACT","Pyrrhura pfrimeri",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Pyrrhura","Pyrrhura pfrimeri",1,44,212,1445,9340,2479799,2479838,FALSE,"Aves",NA,NA
2479646,"Amazona oratrix Ridgway, 1887","species","ACCEPTED","EXACT","Amazona oratrix",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona oratrix",1,44,212,1445,9340,2479603,2479646,FALSE,"Aves",NA,NA
2479631,"Amazona auropalliata (Lesson, 1842)","species","ACCEPTED","EXACT","Amazona auropalliata",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona auropalliata",1,44,212,1445,9340,2479603,2479631,FALSE,"Aves",NA,NA
2477291,"Collocalia Gray, 1840","genus","ACCEPTED","HIGHERRANK","Collocalia",94,"Animalia","Chordata","Apodiformes","Apodidae","Collocalia",NA,1,44,212,1448,2993,2477291,NA,FALSE,"Aves",NA,NA
2477291,"Collocalia Gray, 1840","genus","ACCEPTED","HIGHERRANK","Collocalia",94,"Animalia","Chordata","Apodiformes","Apodidae","Collocalia",NA,1,44,212,1448,2993,2477291,NA,FALSE,"Aves",NA,NA
2477291,"Collocalia Gray, 1840","genus","ACCEPTED","HIGHERRANK","Collocalia",94,"Animalia","Chordata","Apodiformes","Apodidae","Collocalia",NA,1,44,212,1448,2993,2477291,NA,FALSE,"Aves",NA,NA
2477291,"Collocalia Gray, 1840","genus","ACCEPTED","HIGHERRANK","Collocalia",94,"Animalia","Chordata","Apodiformes","Apodidae","Collocalia",NA,1,44,212,1448,2993,2477291,NA,FALSE,"Aves",NA,NA
5788577,"Collocalia ocista Oberholser, 1906","species","SYNONYM","EXACT","Collocalia ocista",98,"Animalia","Chordata","Apodiformes","Apodidae","Aerodramus","Aerodramus ocistus",1,44,212,1448,2993,2477184,2477266,TRUE,"Aves",NA,2477266
2477291,"Collocalia Gray, 1840","genus","ACCEPTED","HIGHERRANK","Collocalia",94,"Animalia","Chordata","Apodiformes","Apodidae","Collocalia",NA,1,44,212,1448,2993,2477291,NA,FALSE,"Aves",NA,NA
5228632,"Chaetura fumosa Salvin, 1870","species","ACCEPTED","EXACT","Chaetura fumosa",98,"Animalia","Chordata","Apodiformes","Apodidae","Chaetura","Chaetura fumosa",1,44,212,1448,2993,2477150,5228632,FALSE,"Aves",NA,NA
5228634,"Chaetura viridipennis Cherrie, 1916","species","ACCEPTED","EXACT","Chaetura viridipennis",98,"Animalia","Chordata","Apodiformes","Apodidae","Chaetura","Chaetura viridipennis",1,44,212,1448,2993,2477150,5228634,FALSE,"Aves",NA,NA
