"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","elton_diet_inv","elton_diet_vend","elton_diet_vect","elton_diet_vfish","elton_diet_vunk","elton_diet_scav","elton_diet_fruit","elton_diet_nect","elton_diet_seed","elton_diet_planto","elton_forstrat_value","elton_forstrat_certainty","elton_activity_nocturnal","elton_activity_crepuscular","elton_activity_diurnal","elton_passnonpass","elton_common_name","elton_diet_5cat","elton_forstrat_watbelowsurf","elton_forstrat_wataroundsurf","elton_forstrat_ground","elton_forstrat_understory","elton_forstrat_midhigh","elton_forstrat_canopy","elton_forstrat_aerial","elton_pelagicspecialist","elton_nocturnal","bodymass_kg"
"Cinnyris batesi","6087599","5230038","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_batesi",30,0,0,0,0,0,30,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Bates's Sunbird","FruiNect",0,0,0,0,30,70,0,0,0,0.0063
"Cyanomitra olivacea","6088979","5230031","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_olivacea",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Olive Sunbird","FruiNect",0,0,0,60,40,0,0,0,0,0.00965
"Anthobaphes violacea","6089176","5230002","Passeriformes","Nectariniidae","Anthobaphes","SYNONYM","nectarinia_violacea",40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Passeriformes","Orange-breasted Sunbird","FruiNect",0,0,20,60,20,0,0,0,0,0.00938
"Cyanomitra veroxii","6088910","5230028","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_veroxii",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Mouse-coloured Sunbird","Omnivore",0,0,0,10,40,40,10,0,0,0.0115
"Anabathmis reichenbachii","6089215","5229973","Passeriformes","Nectariniidae","Anabathmis","SYNONYM","nectarinia_reichenbachii",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Reichenbach's Sunbird","Omnivore",0,0,0,0,40,50,10,0,0,0.0114
"Anabathmis hartlaubii","6089209","5229987","Passeriformes","Nectariniidae","Anabathmis","SYNONYM","nectarinia_hartlaubii",60,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Principe Sunbird","Invertebrate",0,0,30,50,20,0,0,0,0,0.0105
"Anabathmis newtonii","6089199","5229976","Passeriformes","Nectariniidae","Anabathmis","SYNONYM","nectarinia_newtonii",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Newton's Sunbird","Omnivore",0,0,0,0,50,50,0,0,0,0.0065
"Cyanomitra oritis","7340942","5230018","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_oritis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cameroon Sunbird","Omnivore",0,0,0,70,30,0,0,0,0,0.01117
"Cyanomitra alinae","7340928","5230045","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_alinae",60,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Blue-headed Sunbird","Invertebrate",0,0,0,50,50,0,0,0,0,0.01256
"Cyanomitra verticalis","7340957","5230016","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_verticalis",30,0,0,0,0,0,20,30,20,0,NA,NA,NA,NA,NA,"Passeriformes","Green-headed Sunbird","Omnivore",0,0,0,20,20,60,0,0,0,0.01443
"Cyanomitra bannermani","6089125","5229970","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_bannermani",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Bannerman's Sunbird","Omnivore",0,0,0,20,60,20,0,0,0,0.014
"Cyanomitra cyanolaema","7340949","5230021","Passeriformes","Nectariniidae","Cyanomitra","SYNONYM","nectarinia_cyanolaema",40,0,0,0,0,0,30,0,30,0,NA,NA,NA,NA,NA,"Passeriformes","Blue-throated Brown Sunbird","Omnivore",0,0,0,20,40,40,0,0,0,0.0168
"Chalcomitra balfouri","6088735","5229982","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_balfouri",40,0,0,0,0,0,30,10,20,0,NA,NA,NA,NA,NA,"Passeriformes","Socotra Sunbird","Omnivore",0,0,10,30,30,20,10,0,0,0.01095
"Cinnyris dussumieri","6087294","5230008","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_dussumieri",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Seychelles Sunbird","Omnivore",0,0,0,50,30,20,0,0,0,0.0108
"Chalcomitra fuliginosa","7340891","5230025","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_fuliginosa",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Carmelite Sunbird","Omnivore",0,0,20,60,20,0,0,0,0,0.0119
"Chalcomitra amethystina","7340881","5230033","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_amethystina",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Amethyst Sunbird","Omnivore",0,0,0,20,40,40,0,0,0,0.01366
"Chalcomitra rubescens","7340886","5230015","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_rubescens",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Green-throated Sunbird","FruiNect",0,0,0,0,40,50,10,0,0,0.0103
"Chalcomitra senegalensis","7340870","5229977","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_senegalensis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Scarlet-chested Sunbird","Omnivore",0,0,0,40,30,20,10,0,0,0.01224
"Chalcomitra hunteri","7340862","5230043","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_hunteri",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Hunter's Sunbird","FruiNect",0,0,0,30,30,20,20,0,0,0.0118
"Chalcomitra adelberti","7340895","5229991","Passeriformes","Nectariniidae","Chalcomitra","SYNONYM","nectarinia_adelberti",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Buff-throated Sunbird","Omnivore",0,0,0,0,30,60,10,0,0,0.0098
"Leptocoma zeylonica","7340855","5229990","Passeriformes","Nectariniidae","Leptocoma","SYNONYM","nectarinia_zeylonica",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Purple-rumped Sunbird","FruiNect",0,0,0,30,40,30,0,0,0,0.00877
"Leptocoma minima","6088706","5229972","Passeriformes","Nectariniidae","Leptocoma","SYNONYM","nectarinia_minima",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Crimson-backed Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.00489
"Leptocoma sperata","7340838","5229995","Passeriformes","Nectariniidae","Leptocoma","SYNONYM","nectarinia_sperata",30,0,0,0,0,0,20,30,20,0,NA,NA,NA,NA,NA,"Passeriformes","Purple-throated Sunbird","Omnivore",0,0,0,20,40,40,0,0,0,0.0064
"Leptocoma sericea","7340804","5230007","Passeriformes","Nectariniidae","Leptocoma","SYNONYM","nectarinia_aspasia",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black Sunbird","FruiNect",0,0,0,50,50,0,0,0,0,0.00965
"Leptocoma calcostetha","6088419","5229974","Passeriformes","Nectariniidae","Leptocoma","SYNONYM","nectarinia_calcostetha",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Copper-throated Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0086
"Cinnyris jugularis","7340578","5230004","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_jugularis",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Olive-backed Sunbird","FruiNect",0,0,0,60,20,20,0,0,0,0.00899
"Cinnyris buettikoferi","6087385","5229986","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_buettikoferi",50,0,0,0,0,0,10,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Apricot-breasted Sunbird","Omnivore",0,0,0,20,40,40,0,0,0,0.00965
"Cinnyris solaris","7340570","5230019","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_solaris",50,0,0,0,0,0,10,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Flame-breasted Sunbird","Omnivore",0,0,0,30,30,40,0,0,0,0.00965
"Cinnyris sovimanga","6101109","5230006","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_sovimanga",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Souimanga Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.00724
"Cinnyris humbloti","7340548","5229975","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_humbloti",50,0,0,0,0,0,0,30,0,20,NA,NA,NA,NA,NA,"Passeriformes","Humblot's Sunbird","Omnivore",0,0,0,30,30,40,0,0,0,0.0064
"Cinnyris comorensis","5845666","5229992","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_comorensis",70,0,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,"Passeriformes","Anjouan Sunbird","Invertebrate",0,0,0,50,50,0,0,0,0,0.00777
"Cinnyris coquerellii","5845659","5229966","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_coquerellii",80,0,0,0,0,0,0,20,0,0,NA,NA,NA,NA,NA,"Passeriformes","Mayotte Sunbird","Invertebrate",0,0,0,0,40,60,0,0,0,0.00793
"Cinnyris venustus","7340636","5230041","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_venusta",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Variable Sunbird","Omnivore",0,0,0,30,30,30,10,0,0,0.00656
"Cinnyris ursulae","6087606","5229998","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_ursulae",30,0,0,0,0,0,0,40,30,0,NA,NA,NA,NA,NA,"Passeriformes","Ursula's Sunbird","Omnivore",0,0,0,40,40,20,0,0,0,0.0065
"Cinnyris talatala","6087680","5230023","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_talatala",80,0,0,0,0,0,0,20,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-breasted Sunbird","Invertebrate",0,0,0,40,40,20,0,0,0,0.00809
"Cinnyris oustaleti","7340648","5229994","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_oustaleti",80,0,0,0,0,0,0,20,0,0,NA,NA,NA,NA,NA,"Passeriformes","Oustalet's Sunbird","Invertebrate",0,0,30,40,30,0,0,0,0,0.00965
"Cinnyris bouvieri","6087832","5229999","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_bouvieri",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Orange-tufted Sunbird","Omnivore",0,0,0,40,60,0,0,0,0,0.0087
"Cinnyris osea","7340679","5230005","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_osea",30,0,0,0,0,0,30,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Palestine Sunbird","FruiNect",0,0,0,60,30,0,10,0,0,0.00718
"Cinnyris asiaticus","7340608","5230020","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_asiatica",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Purple Sunbird","FruiNect",0,0,20,20,20,20,20,0,0,0.0081
"Cinnyris habessinicus","7340666","5230000","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_habessinica",30,0,0,0,0,0,30,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Shining Sunbird","FruiNect",0,0,0,70,30,0,0,0,0,0.0095
"Cinnyris lotenius","7340540","5229967","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_lotenia",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Long-billed Sunbird","Omnivore",0,0,0,40,40,20,0,0,0,0.00877
"Cinnyris manoensis","7340757","5230009","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_manoensis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Miombo Double-collared Sunbird","Omnivore",0,0,0,30,40,10,20,0,0,0.00948
"Cinnyris chalybeus","7340753","5230042","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_chalybea",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Southern Double-collared Sunbird","Omnivore",0,0,0,50,20,10,20,0,0,0.00773
"Cinnyris afer","7340730","5229978","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_afra",60,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Greater Double-collared Sunbird","Invertebrate",0,0,0,20,40,20,20,0,0,0.0111
"Cinnyris ludovicensis","7340737","5230022","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_ludovicensis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Ludwig's Double-collared Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.00867
"Cinnyris stuhlmanni","7340746","5229981","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_stuhlmanni",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Ruwenzori Double-collared Sunbird","Omnivore",0,0,0,70,30,0,0,0,0,0.0085
"Cinnyris reichenowi","7340734","5229968","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_preussi",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Northern Double-collared Sunbird","Omnivore",0,0,0,0,50,50,0,0,0,0.0068
"Cinnyris mediocris","7340716","5229984","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_mediocris",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Eastern Double-collared Sunbird","Omnivore",0,0,0,40,40,10,10,0,0,0.00819
"Cinnyris neergaardi","6088159","5229988","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_neergardi",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Neergaard's Sunbird","Omnivore",0,0,0,10,20,70,0,0,0,0.00614
"Cinnyris chloropygius","7340768","5230029","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_chloropygia",30,0,0,0,0,0,0,30,30,10,NA,NA,NA,NA,NA,"Passeriformes","Olive-bellied Sunbird","Omnivore",0,0,10,70,20,0,0,0,0,0.0062
"Cinnyris minullus","6088211","5230039","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_minulla",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Tiny Sunbird","Omnivore",0,0,0,20,30,50,0,0,0,0.0057
"Cinnyris regius","7340726","5229985","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_regia",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Regal Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.00658
"Cinnyris loveridgei","6087985","5230035","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_loveridgei",40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Passeriformes","Loveridge's Sunbird","FruiNect",0,0,0,20,20,60,0,0,0,0.00976
"Cinnyris moreaui","6087991","5230026","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_moreaui",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Moreau's Sunbird","Omnivore",0,0,0,10,90,0,0,0,0,0.00824
"Cinnyris rockefelleri","6088037","5230027","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_rockefelleri",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rockefeller's Sunbird","Omnivore",0,0,0,30,70,0,0,0,0,0.0053
"Cinnyris cupreus","7340615","5230034","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_cuprea",30,0,0,0,0,0,30,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Copper Sunbird","FruiNect",0,0,0,60,40,0,0,0,0,0.0089
"Cinnyris fuscus","7340625","5230013","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_fusca",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Dusky Sunbird","Omnivore",0,0,0,20,30,20,30,0,0,0.00783
"Cinnyris rufipennis","6087713","5230001","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_rufipennis",20,0,0,0,0,0,0,80,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-winged Sunbird","FruiNect",0,0,0,30,40,30,0,0,0,0.00879
"Nectarinia tacazze","5230037","5230037","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_tacazze",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Tacazze Sunbird","Omnivore",0,0,0,40,50,0,10,0,0,0.01487
"Nectarinia purpureiventris","5229997","5229997","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_purpureiventris",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Purple-breasted Sunbird","Omnivore",0,0,0,20,40,30,10,0,0,0.0115
"Nectarinia bocagii","5230012","5230012","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_bocagii",20,0,0,0,0,0,0,80,0,0,NA,NA,NA,NA,NA,"Passeriformes","Bocage's Sunbird","FruiNect",0,0,0,40,50,10,0,0,0,0.0148
"Nectarinia kilimensis","5229993","5229993","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_kilimensis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Bronze Sunbird","Omnivore",0,0,0,40,40,10,10,0,0,0.01566
"Drepanorhynchus reichenowi","7340778","5230040","Passeriformes","Nectariniidae","Drepanorhynchus","SYNONYM","nectarinia_reichenowi",60,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Golden-winged Sunbird","Invertebrate",0,0,0,60,20,10,10,0,0,0.01466
"Nectarinia famosa","5229971","5229971","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_famosa",40,0,10,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Malachite Sunbird","Omnivore",0,0,20,50,10,0,20,0,0,0.01436
"Nectarinia johnstoni","5230017","5230017","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_johnstoni",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Red-tufted Sunbird","Omnivore",0,0,20,40,20,10,10,0,0,0.01516
"Cinnyris shelleyi","7340695","5230032","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_shelleyi",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Shelley's Sunbird","Omnivore",0,0,0,0,20,80,0,0,0,0.00898
"Cinnyris erythrocercus","6087898","5229983","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_erythrocerca",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Red-chested Sunbird","Omnivore",0,0,0,70,20,10,0,0,0,0.00879
"Cinnyris congensis","6087909","5229979","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_congensis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Congo Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.00965
"Cinnyris mariquensis","7340700","5229996","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_mariquensis",40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Passeriformes","Mariqua Sunbird","FruiNect",0,0,0,0,30,50,20,0,0,0.01147
"Cinnyris bifasciatus","6087859","5230024","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_bifasciata",30,0,0,0,0,0,0,40,30,0,NA,NA,NA,NA,NA,"Passeriformes","Purple-banded Sunbird","Omnivore",0,0,0,50,40,10,0,0,0,0.00718
"Cinnyris pembae","6087841","5229980","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_pembae",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pemba Sunbird","FruiNect",0,0,0,70,30,0,0,0,0,0.00965
NA,NA,"2484727","Passeriformes","Nectariniidae","Nectarinia","ACCEPTED","nectarinia_chalcomelas",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Violet-breasted Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0082
"Cinnyris notatus","7340554","5230044","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_notata",40,0,0,0,0,0,0,30,30,0,NA,NA,NA,NA,NA,"Passeriformes","Long-billed Green Sunbird","Omnivore",0,0,0,0,30,70,0,0,0,0.01457
"Cinnyris coccinigastrus","6087760","5230003","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_coccinigaster",30,0,0,0,0,0,0,40,30,0,NA,NA,NA,NA,NA,"Passeriformes","Splendid Sunbird","Omnivore",0,0,0,10,40,20,30,0,0,0.0143
"Cinnyris johannae","7340660","5230030","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_johannae",30,0,0,0,0,0,30,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Johanna's Sunbird","FruiNect",0,0,0,0,40,60,0,0,0,0.01303
"Cinnyris superbus","7340656","5229969","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_superba",20,0,0,0,0,0,20,30,30,0,NA,NA,NA,NA,NA,"Passeriformes","Superb Sunbird","Omnivore",0,0,0,30,20,50,0,0,0,0.0168
"Cinnyris pulchellus","7340702","5230010","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_pulchella",30,0,0,0,0,0,0,40,0,30,NA,NA,NA,NA,NA,"Passeriformes","Beautiful Sunbird","Omnivore",0,0,0,40,60,0,0,0,0,0.00703
"Cinnyris nectarinioides","7340688","5230014","Passeriformes","Nectariniidae","Cinnyris","SYNONYM","nectarinia_nectarinioides",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-bellied Sunbird","Omnivore",0,0,0,0,40,60,0,0,0,0.0048
"Aethopyga primigenia","7340534","7340534","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_primigenia",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-hooded Sunbird","Omnivore",0,0,0,40,30,30,0,0,0,0.007
"Aethopyga boltoni","2484672","2484672","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_boltoni",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Apo Sunbird","Omnivore",0,0,0,40,30,30,0,0,0,0.00709
"Aethopyga flagrans","2484679","2484679","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_flagrans",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Flaming Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0067
"Aethopyga pulcherrima","2484676","2484676","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_pulcherrima",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Metallic-winged Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0062
"Aethopyga duyvenbodei","2484668","2484668","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_duyvenbodei",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Elegant Sunbird","Omnivore",0,0,10,60,30,0,0,0,0,0.00603
"Aethopyga shelleyi","2484671","2484671","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_shelleyi",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Lovely Sunbird","Omnivore",0,0,0,40,30,30,0,0,0,0.004
"Aethopyga gouldiae","2484669","2484669","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_gouldiae",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Gould's Sunbird","Omnivore",0,0,20,30,30,20,0,0,0,0.005
"Aethopyga nipalensis","2484681","2484681","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_nipalensis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Green-tailed Sunbird","Omnivore",0,0,0,30,40,30,0,0,0,0.0069
"Aethopyga eximia","2484673","2484673","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_eximia",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-flanked Sunbird","Omnivore",0,0,0,70,10,20,0,0,0,0.00603
"Aethopyga christinae","2484678","2484678","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_christinae",20,0,0,0,0,0,0,30,50,0,NA,NA,NA,NA,NA,"Passeriformes","Fork-tailed Sunbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0052
"Aethopyga saturata","2484682","2484682","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_saturata",40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-throated Sunbird","FruiNect",0,0,10,30,30,30,0,0,0,0.0053
"Aethopyga siparaja","2484677","2484677","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_siparaja",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Crimson Sunbird","Omnivore",0,0,0,70,10,20,0,0,0,0.0067
"Aethopyga mystacalis","2484675","2484675","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_mystacalis",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Scarlet Sunbird","Omnivore",0,0,0,0,20,80,0,0,0,0.006
"Aethopyga ignicauda","2484674","2484674","Passeriformes","Nectariniidae","Aethopyga","ACCEPTED","aethopyga_ignicauda",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Fire-tailed Sunbird","Omnivore",0,0,0,70,10,0,20,0,0,0.0082
"Arachnothera longirostra","2484653","2484653","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_longirostra",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Little Spiderhunter","Omnivore",0,0,0,80,20,0,0,0,0,0.01246
"Arachnothera crassirostris","2484651","2484651","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_crassirostris",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Thick-billed Spiderhunter","Omnivore",0,0,0,30,60,10,0,0,0,0.016
