"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","elton_diet_inv","elton_diet_vend","elton_diet_vect","elton_diet_vfish","elton_diet_vunk","elton_diet_scav","elton_diet_fruit","elton_diet_nect","elton_diet_seed","elton_diet_planto","elton_forstrat_value","elton_forstrat_certainty","elton_activity_nocturnal","elton_activity_crepuscular","elton_activity_diurnal","elton_passnonpass","elton_common_name","elton_diet_5cat","elton_forstrat_watbelowsurf","elton_forstrat_wataroundsurf","elton_forstrat_ground","elton_forstrat_understory","elton_forstrat_midhigh","elton_forstrat_canopy","elton_forstrat_aerial","elton_pelagicspecialist","elton_nocturnal","bodymass_kg"
"Arachnothera robusta","2484656","2484656","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_robusta",30,0,0,0,0,0,30,20,0,20,NA,NA,NA,NA,NA,"Passeriformes","Long-billed Spiderhunter","Omnivore",0,0,0,0,50,50,0,0,0,0.02537
"Arachnothera flavigaster","2484650","2484650","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_flavigaster",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Spectacled Spiderhunter","FruiNect",0,0,0,0,70,30,0,0,0,0.0384
"Arachnothera chrysogenys","2484658","2484658","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_chrysogenys",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-eared Spiderhunter","FruiNect",0,0,0,0,50,50,0,0,0,0.0232
"Arachnothera clarae","2484655","2484655","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_clarae",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Naked-faced Spiderhunter","Omnivore",0,0,0,80,20,0,0,0,0,0.0301
"Arachnothera affinis","2484652","2484652","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_affinis",60,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-breasted Spiderhunter","Invertebrate",0,0,0,20,30,50,0,0,0,0.0264
"Arachnothera everetti","2484654","2484654","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_everetti",60,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Bornean Spiderhunter","Invertebrate",0,0,0,40,30,30,0,0,0,0.0292
"Arachnothera magna","2484659","2484659","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_magna",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Streaked Spiderhunter","Omnivore",0,0,0,10,40,50,0,0,0,0.0307
"Arachnothera juliae","2484657","2484657","Passeriformes","Nectariniidae","Arachnothera","ACCEPTED","arachnothera_juliae",40,0,0,0,0,0,30,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Whitehead's Spiderhunter","FruiNect",0,0,0,20,60,20,0,0,0,0.02537
"Melanocharis arfakiana","2484571","2484571","Passeriformes","Melanocharitidae","Melanocharis","ACCEPTED","melanocharis_arfakiana",40,0,0,0,0,0,60,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Obscure Berrypecker","FruiNect",0,0,0,40,60,0,0,0,0,0.01762
"Melanocharis nigra","2484570","2484570","Passeriformes","Melanocharitidae","Melanocharis","ACCEPTED","melanocharis_nigra",30,0,0,0,0,0,70,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black Berrypecker","FruiNect",0,0,0,40,50,10,0,0,0,0.01416
"Melanocharis longicauda","2484567","2484567","Passeriformes","Melanocharitidae","Melanocharis","ACCEPTED","melanocharis_longicauda",30,0,0,0,0,0,70,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Lemon-breasted Berrypecker","FruiNect",0,0,0,0,80,20,0,0,0,0.01195
"Melanocharis versteri","2484566","2484566","Passeriformes","Melanocharitidae","Melanocharis","ACCEPTED","melanocharis_versteri",40,0,0,0,0,0,60,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Fan-tailed Berrypecker","FruiNect",0,0,20,50,20,10,0,0,0,0.01467
"Melanocharis striativentris","2484568","2484568","Passeriformes","Melanocharitidae","Melanocharis","ACCEPTED","melanocharis_striativentris",0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Streaked Berrypecker","FruiNect",0,0,0,40,60,0,0,0,0,0.01758
"Rhamphocharis crassirostris","6101139","2484569","Passeriformes","Melanocharitidae","Rhamphocharis","SYNONYM","melanocharis_crassirostris",40,0,0,0,0,0,60,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Spotted Berrypecker","FruiNect",0,0,0,0,70,30,0,0,0,0.018
"Toxorhamphus novaeguineae","2484576","2484576","Passeriformes","Melanocharitidae","Toxorhamphus","ACCEPTED","toxorhamphus_novaeguineae",70,0,0,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,"Passeriformes","Green-crowned Longbill","Invertebrate",0,0,0,40,40,20,0,0,0,0.01178
"Toxorhamphus poliopterus","2484575","2484575","Passeriformes","Melanocharitidae","Toxorhamphus","ACCEPTED","toxorhamphus_poliopterus",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-winged Longbill","Omnivore",0,0,0,40,60,0,0,0,0,0.01135
"Oedistoma iliolophus","6101140","2484577","Passeriformes","Melanocharitidae","Oedistoma","SYNONYM","toxorhamphus_iliolophus",50,0,0,0,0,0,10,40,0,0,NA,NA,NA,NA,NA,"Passeriformes","Plumed Longbill","Omnivore",0,0,0,0,60,40,0,0,0,0.011
"Oedistoma pygmaeum","2484573","2484573","Passeriformes","Melanocharitidae","Oedistoma","ACCEPTED","oedistoma_pygmaeum",50,0,0,0,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pygmy Longbill","Omnivore",0,0,0,0,60,40,0,0,0,0.0058
"Oreocharis arfaki","5229504","5229504","Passeriformes","Paramythiidae","Oreocharis","ACCEPTED","oreocharis_arfaki",0,0,0,0,0,0,80,0,0,20,NA,NA,NA,NA,NA,"Passeriformes","Tit Berrypecker","FruiNect",0,0,0,0,20,80,0,0,0,0.0197
"Paramythia montium","2482637","2482637","Passeriformes","Paramythiidae","Paramythia","ACCEPTED","paramythia_montium",10,0,0,0,0,0,80,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Crested Berrypecker","FruiNect",0,0,10,30,30,30,0,0,0,0.04179
"Passer ammodendri","5231206","5231206","Passeriformes","Passeridae","Passer","ACCEPTED","passer_ammodendri",50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"Passeriformes","Saxaul Sparrow","Omnivore",0,0,0,100,0,0,0,0,0,0.02894
"Passer domesticus","5231190","5231190","Passeriformes","Passeridae","Passer","ACCEPTED","passer_domesticus",10,0,0,0,0,0,0,0,60,30,NA,NA,NA,NA,NA,"Passeriformes","House Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.02651
"Passer hispaniolensis","5231209","5231209","Passeriformes","Passeridae","Passer","ACCEPTED","passer_hispaniolensis",20,0,0,0,0,0,0,0,60,20,NA,NA,NA,NA,NA,"Passeriformes","Spanish Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0242
"Passer pyrrhonotus","5231204","5231204","Passeriformes","Passeridae","Passer","ACCEPTED","passer_pyrrhonotus",10,0,0,0,0,10,0,0,60,20,NA,NA,NA,NA,NA,"Passeriformes","Sind Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.02195
"Passer castanopterus","5231192","5231192","Passeriformes","Passeridae","Passer","ACCEPTED","passer_castanopterus",20,0,0,0,0,10,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Somali Sparrow","PlantSeed",0,0,100,0,0,0,0,0,0,0.018
"Passer rutilans","5231197","5231197","Passeriformes","Passeridae","Passer","ACCEPTED","passer_rutilans",30,0,0,0,0,0,10,0,60,0,NA,NA,NA,NA,NA,"Passeriformes","Russet Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.01846
"Passer flaveolus","5231201","5231201","Passeriformes","Passeridae","Passer","ACCEPTED","passer_flaveolus",10,0,0,0,0,0,0,0,70,20,NA,NA,NA,NA,NA,"Passeriformes","Plain-backed Sparrow","PlantSeed",0,0,80,20,0,0,0,0,0,0.0194
"Passer moabiticus","5231203","5231203","Passeriformes","Passeridae","Passer","ACCEPTED","passer_moabiticus",20,0,0,0,0,0,0,0,60,20,NA,NA,NA,NA,NA,"Passeriformes","Dead Sea Sparrow","PlantSeed",0,0,30,70,0,0,0,0,0,0.01646
"Passer iagoensis","5231194","5231194","Passeriformes","Passeridae","Passer","ACCEPTED","passer_iagoensis",0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,"Passeriformes","Iago Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0315
"Passer rufocinctus","5231211","5231211","Passeriformes","Passeridae","Passer","ACCEPTED","passer_rufocinctus",20,0,0,0,0,0,0,0,80,0,NA,NA,NA,NA,NA,"Passeriformes","Kenya Rufous-sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0278
"Passer insularis","5231202","5231202","Passeriformes","Passeridae","Passer","ACCEPTED","passer_insularis",0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,"Passeriformes","Socotra Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0273
"Passer motitensis","5231196","5231196","Passeriformes","Passeridae","Passer","ACCEPTED","passer_motitensis",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Southern Rufous-sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.03016
"Passer melanurus","5231195","5231195","Passeriformes","Passeridae","Passer","ACCEPTED","passer_melanurus",10,0,0,0,0,0,0,0,70,20,NA,NA,NA,NA,NA,"Passeriformes","Cape Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0295
"Passer griseus","5231193","5231193","Passeriformes","Passeridae","Passer","ACCEPTED","passer_griseus",20,0,0,0,0,0,10,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Northern Grey-headed Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.02782
"Passer swainsonii","5231212","5231212","Passeriformes","Passeridae","Passer","ACCEPTED","passer_swainsonii",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Swainson's Sparrow","PlantSeed",0,0,0,100,0,0,0,0,0,0.0316
"Passer gongonensis","5231208","5231208","Passeriformes","Passeridae","Passer","ACCEPTED","passer_gongonensis",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Parrot-billed Sparrow","PlantSeed",0,0,100,0,0,0,0,0,0,0.0399
"Passer suahelicus","5789135","5789135","Passeriformes","Passeridae","Passer","ACCEPTED","passer_suahelicus",0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,"Passeriformes","Swahili Sparrow","PlantSeed",0,0,100,0,0,0,0,0,0,0.02195
"Passer diffusus","7341262","7341262","Passeriformes","Passeridae","Passer","ACCEPTED","passer_diffusus",30,0,0,0,0,0,10,10,30,20,NA,NA,NA,NA,NA,"Passeriformes","Southern Grey-headed Sparrow","Omnivore",0,0,100,0,0,0,0,0,0,0.0242
"Passer simplex","5231205","5231205","Passeriformes","Passeridae","Passer","ACCEPTED","passer_simplex",50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"Passeriformes","Desert Sparrow","Omnivore",0,0,100,0,0,0,0,0,0,0.0195
"Passer montanus","5231198","5231198","Passeriformes","Passeridae","Passer","ACCEPTED","passer_montanus",40,0,0,0,0,0,0,0,60,0,NA,NA,NA,NA,NA,"Passeriformes","Eurasian Tree Sparrow","PlantSeed",0,0,33,33,33,0,0,0,0,0.02139
"Passer luteus","5231210","5231210","Passeriformes","Passeridae","Passer","ACCEPTED","passer_luteus",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Sudan Golden Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0112
"Passer euchlorus","5231207","5231207","Passeriformes","Passeridae","Passer","ACCEPTED","passer_euchlorus",0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,"Passeriformes","Arabian Golden Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.014
"Passer eminibey","5231200","5231200","Passeriformes","Passeridae","Passer","ACCEPTED","passer_eminibey",20,0,0,0,0,0,0,0,80,0,NA,NA,NA,NA,NA,"Passeriformes","Chestnut Sparrow","PlantSeed",0,0,100,0,0,0,0,0,0,0.0134
"Gymnoris pyrgita","6100970","5231215","Passeriformes","Passeridae","Gymnoris","SYNONYM","petronia_pyrgita",30,0,0,0,0,0,30,0,40,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-spotted Petronia","Omnivore",0,0,20,0,80,0,0,0,0,0.0241
"Gymnoris xanthocollis","6100968","5231216","Passeriformes","Passeridae","Gymnoris","SYNONYM","petronia_xanthocollis",20,0,0,0,0,0,30,20,30,0,NA,NA,NA,NA,NA,"Passeriformes","Chestnut-shouldered Petronia","Omnivore",0,0,40,20,40,0,0,0,0,0.0181
"Gymnoris superciliaris","6100969","5231213","Passeriformes","Passeridae","Gymnoris","SYNONYM","petronia_superciliaris",30,0,0,0,0,0,0,30,40,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-throated Petronia","Omnivore",0,0,20,30,50,0,0,0,0,0.024
"Gymnoris dentata","6100967","5231214","Passeriformes","Passeridae","Gymnoris","SYNONYM","petronia_dentata",20,0,0,0,0,0,0,0,80,0,NA,NA,NA,NA,NA,"Passeriformes","Bush Petronia","PlantSeed",0,0,0,50,50,0,0,0,0,0.0184
"Petronia petronia","2492350","2492350","Passeriformes","Passeridae","Petronia","ACCEPTED","petronia_petronia",30,0,0,0,0,0,30,0,40,0,NA,NA,NA,NA,NA,"Passeriformes","Rock Sparrow","Omnivore",0,0,60,40,0,0,0,0,0,0.0302
"Carpospiza brachydactyla","2492364","5739376","Passeriformes","Passeridae","Carpospiza","SYNONYM","petronia_brachydactyla",20,0,0,0,0,0,0,0,60,20,NA,NA,NA,NA,NA,"Passeriformes","Pale Rock Sparrow","PlantSeed",0,0,50,50,0,0,0,0,0,0.0223
"Montifringilla nivalis","2492371","2492371","Passeriformes","Passeridae","Montifringilla","ACCEPTED","montifringilla_nivalis",20,0,0,0,0,10,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","White-winged Snowfinch","PlantSeed",0,0,100,0,0,0,0,0,0,0.0369
"Montifringilla adamsi","2492367","2492367","Passeriformes","Passeridae","Montifringilla","ACCEPTED","montifringilla_adamsi",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Black-winged Snowfinch","PlantSeed",0,0,100,0,0,0,0,0,0,0.05
"Onychostruthus taczanowskii","5845691","2492366","Passeriformes","Passeridae","Onychostruthus","SYNONYM","montifringilla_taczanowskii",50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"Passeriformes","White-rumped Snowfinch","Omnivore",0,0,100,0,0,0,0,0,0,0.05
"Pyrgilauda davidiana","6100972","2492369","Passeriformes","Passeridae","Pyrgilauda","SYNONYM","montifringilla_davidiana",20,0,0,0,0,0,0,0,70,10,NA,NA,NA,NA,NA,"Passeriformes","Small Snowfinch","PlantSeed",0,0,50,50,0,0,0,0,0,0.0212
"Pyrgilauda ruficollis","5845694","2492368","Passeriformes","Passeridae","Pyrgilauda","SYNONYM","montifringilla_ruficollis",20,0,0,0,0,10,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-necked Snowfinch","PlantSeed",0,0,50,50,0,0,0,0,0,0.0228
"Pyrgilauda blanfordi","5845690","2492372","Passeriformes","Passeridae","Pyrgilauda","SYNONYM","montifringilla_blanfordi",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Plain-backed Snowfinch","PlantSeed",0,0,50,50,0,0,0,0,0,0.03786
"Pyrgilauda theresae","6100971","2492370","Passeriformes","Passeridae","Pyrgilauda","SYNONYM","montifringilla_theresae",30,0,0,0,0,0,0,0,70,0,NA,NA,NA,NA,NA,"Passeriformes","Afghan Snowfinch","PlantSeed",0,0,100,0,0,0,0,0,0,0.0243
"Dendronanthus indicus","2490317","2490317","Passeriformes","Motacillidae","Dendronanthus","ACCEPTED","dendronanthus_indicus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Forest Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.0164
"Motacilla alba","9687165","9687165","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_alba",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.02393
"Motacilla grandis","2490297","2490297","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_grandis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Japanese Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.03016
"Motacilla maderaspatensis","6100870","2490306","Passeriformes","Motacillidae","Motacilla","SYNONYM","motacilla_madaraspatensis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-browed Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.0305
"Motacilla aguimp","7405711","7405711","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_aguimp",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","African Pied Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.027
"Motacilla capensis","2490296","2490296","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_capensis",80,0,10,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cape Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.0208
"Motacilla flaviventris","2490309","2490309","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_flaviventris",90,0,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Madagascar Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.0225
"Motacilla citreola","2490307","2490307","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_citreola",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Citrine Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.01911
"Motacilla flava","9701857","9701857","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_flava",70,0,0,0,0,0,10,0,10,10,NA,NA,NA,NA,NA,"Passeriformes","Yellow Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.01768
"Motacilla cinerea","2490310","2490310","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_cinerea",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.01715
"Motacilla clara","2490305","2490305","Passeriformes","Motacillidae","Motacilla","ACCEPTED","motacilla_clara",80,0,10,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Mountain Wagtail","Invertebrate",0,0,100,0,0,0,0,0,0,0.0179
"Tmetothylacus tenellus","2490294","2490294","Passeriformes","Motacillidae","Tmetothylacus","ACCEPTED","tmetothylacus_tenellus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Golden Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.0201
"Macronyx croceus","5230851","5230851","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_croceus",90,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,"Passeriformes","Yellow-throated Longclaw","Invertebrate",0,0,80,20,0,0,0,0,0,0.0471
"Macronyx fuelleborni","7342103","7342103","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_fuellebornii",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Fuelleborn's Longclaw","Invertebrate",0,0,80,20,0,0,0,0,0,0.05518
"Motacilla capensis","2490296","5230846","Passeriformes","Motacillidae","Motacilla","SYNONYM","macronyx_capensis",60,0,0,0,0,0,0,0,40,0,NA,NA,NA,NA,NA,"Passeriformes","Cape Longclaw","Invertebrate",0,0,90,10,0,0,0,0,0,0.05004
"Macronyx flavicollis","5230848","5230848","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_flavicollis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Abyssinian Longclaw","Invertebrate",0,0,100,0,0,0,0,0,0,0.04508
"Macronyx sharpei","5789212","5789212","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_sharpei",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Sharpe's Longclaw","Invertebrate",0,0,80,20,0,0,0,0,0,0.04508
"Macronyx ameliae","5230847","5230847","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_ameliae",90,0,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rosy-throated Longclaw","Invertebrate",0,0,70,30,0,0,0,0,0,0.03348
"Macronyx aurantiigula","5230849","5230849","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_aurantiigula",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pangani Longclaw","Invertebrate",0,0,80,20,0,0,0,0,0,0.0394
"Macronyx grimwoodi","5230850","5230850","Passeriformes","Motacillidae","Macronyx","ACCEPTED","macronyx_grimwoodi",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grimwood's Longclaw","Invertebrate",0,0,90,10,0,0,0,0,0,0.04508
"Anthus longicaudatus","2490269","2490269","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_longicaudatus",90,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Long-tailed Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.0322
"Anthus chloris","2490289","2490289","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_chloris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-breasted Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.0251
"Anthus lineiventris","2490284","2490284","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_lineiventris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Striped Pipit","Invertebrate",0,0,80,20,0,0,0,0,0,0.035
"Anthus crenatus","2490291","2490291","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_crenatus",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-tufted Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.0307
"Anthus hoeschi","2490282","2490282","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_hoeschi",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Mountain Pipit","Invertebrate",0,0,90,10,0,0,0,0,0,0.027
"Anthus richardi","9465111","9465111","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_richardi",70,0,0,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,"Passeriformes","Richard's Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.03217
"Anthus rufulus","2490277","2490277","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_rufulus",80,0,0,0,0,0,0,0,10,10,NA,NA,NA,NA,NA,"Passeriformes","Paddyfield Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.02044
"Anthus novaeseelandiae","2490273","2490273","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_novaeseelandiae",70,0,0,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,"Passeriformes","Australasian Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.02407
"Anthus leucophrys","2490245","2490245","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_leucophrys",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Plain-backed Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.02498
"Anthus vaalensis","2490265","2490265","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_vaalensis",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Buffy Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.027
"Anthus pallidiventris","2490288","2490288","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_pallidiventris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Long-legged Pipit","Invertebrate",0,0,90,10,0,0,0,0,0,0.02203
"Anthus melindae","2490286","2490286","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_melindae",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Malindi Pipit","Invertebrate",0,0,70,20,10,0,0,0,0,0.0225
"Anthus campestris","2490274","2490274","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_campestris",70,0,10,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Tawny Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.023
"Anthus berthelotii","2490270","2490270","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_berthelotii",90,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Berthelot's Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.01586
"Anthus godlewskii","2490264","2490264","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_godlewskii",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Blyth's Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.02534
"Anthus similis","2490292","2490292","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_similis",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Long-billed Pipit","Invertebrate",0,0,33,33,33,0,0,0,0,0.0253
"Anthus brachyurus","2490287","2490287","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_brachyurus",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Short-tailed Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.0153
"Anthus caffer","2490272","2490272","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_caffer",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Bush Pipit","Invertebrate",0,0,70,30,0,0,0,0,0,0.0168
"Anthus sokokensis","2490279","2490279","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_sokokensis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Sokoke Pipit","Invertebrate",0,0,33,33,33,0,0,0,0,0.015
"Anthus trivialis","2490246","2490246","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_trivialis",60,0,0,0,0,0,10,10,10,10,NA,NA,NA,NA,NA,"Passeriformes","Tree Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.02333
"Anthus hodgsoni","2490244","2490244","Passeriformes","Motacillidae","Anthus","ACCEPTED","anthus_hodgsoni",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Olive-backed Pipit","Invertebrate",0,0,100,0,0,0,0,0,0,0.0213
