"mentionned_species","canonical_names","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"Anoura geoffroyi","Anoura geoffroyi",5963041,"ACCEPTED","EXACT","Anoura geoffroyi",5963041,"Chiroptera","Phyllostomidae"
"Anoura latidens","Anoura latidens",5963038,"ACCEPTED","EXACT","Anoura latidens",5963038,"Chiroptera","Phyllostomidae"
"Anoura luismanueli","Anoura luismanueli",6075542,"ACCEPTED","EXACT","Anoura luismanueli",6075542,"Chiroptera","Phyllostomidae"
"Anourosorex assamensis","Anourosorex assamensis",2435783,"ACCEPTED","EXACT","Anourosorex assamensis",2435783,"Soricomorpha","Soricidae"
"Anourosorex schmidi","Anourosorex schmidi",2435782,"ACCEPTED","EXACT","Anourosorex schmidi",2435782,"Soricomorpha","Soricidae"
"Anourosorex squamipes","Anourosorex squamipes",2435780,"ACCEPTED","EXACT","Anourosorex squamipes",2435780,"Soricomorpha","Soricidae"
"Anourosorex yamashinai","Anourosorex yamashinai",2435781,"ACCEPTED","EXACT","Anourosorex yamashinai",2435781,"Soricomorpha","Soricidae"
"Antechinomys laniger","Antechinomys laniger",2435419,"ACCEPTED","EXACT","Antechinomys laniger",2435419,"Dasyuromorphia","Dasyuridae"
"Antechinus adustus","Antechinus adustus",2435374,"ACCEPTED","EXACT","Antechinus adustus",2435374,"Dasyuromorphia","Dasyuridae"
"Antechinus agilis","Antechinus agilis",2435369,"ACCEPTED","EXACT","Antechinus agilis",2435369,"Dasyuromorphia","Dasyuridae"
"Antechinus bellus","Antechinus bellus",2435372,"ACCEPTED","EXACT","Antechinus bellus",2435372,"Dasyuromorphia","Dasyuridae"
"Antechinus flavipes","Antechinus flavipes",2435366,"ACCEPTED","EXACT","Antechinus flavipes",2435366,"Dasyuromorphia","Dasyuridae"
"Antechinus godmani","Antechinus godmani",2435376,"ACCEPTED","EXACT","Antechinus godmani",2435376,"Dasyuromorphia","Dasyuridae"
"Antechinus leo","Antechinus leo",2435371,"ACCEPTED","EXACT","Antechinus leo",2435371,"Dasyuromorphia","Dasyuridae"
"Antechinus minimus","Antechinus minimus",2435375,"ACCEPTED","EXACT","Antechinus minimus",2435375,"Dasyuromorphia","Dasyuridae"
"Antechinus stuartii","Antechinus stuartii",2435370,"ACCEPTED","EXACT","Antechinus stuartii",2435370,"Dasyuromorphia","Dasyuridae"
"Antechinus subtropicus","Antechinus subtropicus",2435373,"ACCEPTED","EXACT","Antechinus subtropicus",2435373,"Dasyuromorphia","Dasyuridae"
"Antechinus swainsonii","Antechinus swainsonii",2435377,"ACCEPTED","EXACT","Antechinus swainsonii",2435377,"Dasyuromorphia","Dasyuridae"
"Anthops ornatus","Anthops ornatus",2432610,"ACCEPTED","EXACT","Anthops ornatus",2432610,"Chiroptera","Hipposideridae"
"Antidorcas marsupialis","Antidorcas marsupialis",2441064,"ACCEPTED","EXACT","Antidorcas marsupialis",2441064,"Artiodactyla","Bovidae"
"Antilocapra americana","Antilocapra americana",2440902,"ACCEPTED","EXACT","Antilocapra americana",2440902,"Artiodactyla","Antilocapridae"
"Antilope cervicapra","Antilope cervicapra",2441065,"ACCEPTED","EXACT","Antilope cervicapra",2441065,"Artiodactyla","Bovidae"
"Antrozous pallidus","Antrozous pallidus",2432339,"ACCEPTED","EXACT","Antrozous pallidus",2432339,"Chiroptera","Vespertilionidae"
"Anurophasis monorthonyx","Anurophasis monorthonyx",2473463,"ACCEPTED","EXACT","Anurophasis monorthonyx",2473463,"Galliformes","Phasianidae"
"Aonyx capensis","Aonyx capensis",2433900,"ACCEPTED","EXACT","Aonyx capensis",2433900,"Carnivora","Mustelidae"
"Aonyx cinerea","Aonyx cinereus",2433894,"ACCEPTED","FUZZY","Aonyx cinereus",2433894,"Carnivora","Mustelidae"
"Aotus azarae","Aotus azarae",5707409,"ACCEPTED","EXACT","Aotus azarae",5707409,"Primates","Aotidae"
"Aotus hershkovitzi","Aotus hershkovitzi",5219594,"SYNONYM","EXACT","Aotus lemurinus",5219591,"Primates","Aotidae"
"Aotus lemurinus","Aotus lemurinus",5219591,"ACCEPTED","EXACT","Aotus lemurinus",5219591,"Primates","Aotidae"
"Aotus miconax","Aotus miconax",5219592,"ACCEPTED","EXACT","Aotus miconax",5219592,"Primates","Aotidae"
"Aotus nancymaae","Aotus nancymaae",5219589,"ACCEPTED","EXACT","Aotus nancymaae",5219589,"Primates","Aotidae"
"Aotus nigriceps","Aotus nigriceps",5219595,"ACCEPTED","EXACT","Aotus nigriceps",5219595,"Primates","Aotidae"
"Aotus trivirgatus","Aotus trivirgatus",5219590,"ACCEPTED","EXACT","Aotus trivirgatus",5219590,"Primates","Aotidae"
"Aotus vociferans","Aotus vociferans",5219597,"ACCEPTED","EXACT","Aotus vociferans",5219597,"Primates","Aotidae"
"Aplodontia rufa","Aplodontia rufa",2439690,"ACCEPTED","EXACT","Aplodontia rufa",2439690,"Rodentia","Aplodontiidae"
"Apodemus agrarius","Apodemus agrarius",2437761,"ACCEPTED","EXACT","Apodemus agrarius",2437761,"Rodentia","Muridae"
"Apodemus alpicola","Apodemus alpicola",2437769,"ACCEPTED","EXACT","Apodemus alpicola",2437769,"Rodentia","Muridae"
"Apodemus argenteus","Apodemus argenteus",5219736,"ACCEPTED","EXACT","Apodemus argenteus",5219736,"Rodentia","Muridae"
"Apodemus chevrieri","Apodemus chevrieri",5219743,"ACCEPTED","EXACT","Apodemus chevrieri",5219743,"Rodentia","Muridae"
"Apodemus draco","Apodemus draco",5219737,"ACCEPTED","EXACT","Apodemus draco",5219737,"Rodentia","Muridae"
"Apodemus epimelas","Apodemus epimelas",4264851,"ACCEPTED","EXACT","Apodemus epimelas",4264851,"Rodentia","Muridae"
"Apodemus flavicollis","Apodemus flavicollis",2437756,"ACCEPTED","EXACT","Apodemus flavicollis",2437756,"Rodentia","Muridae"
"Apodemus gurkha","Apodemus gurkha",5219738,"ACCEPTED","EXACT","Apodemus gurkha",5219738,"Rodentia","Muridae"
"Apodemus hyrcanicus","Apodemus hyrcanicus",5219733,"ACCEPTED","EXACT","Apodemus hyrcanicus",5219733,"Rodentia","Muridae"
"Apodemus latronum","Apodemus latronum",5219739,"ACCEPTED","EXACT","Apodemus latronum",5219739,"Rodentia","Muridae"
"Apodemus mystacinus","Apodemus mystacinus",2437773,"ACCEPTED","EXACT","Apodemus mystacinus",2437773,"Rodentia","Muridae"
"Apodemus pallipes","Apodemus pallipes",5706748,"ACCEPTED","EXACT","Apodemus pallipes",5706748,"Rodentia","Muridae"
"Apodemus peninsulae","Apodemus peninsulae",5219734,"ACCEPTED","EXACT","Apodemus peninsulae",5219734,"Rodentia","Muridae"
"Apodemus ponticus","Apodemus ponticus",5219740,"ACCEPTED","EXACT","Apodemus ponticus",5219740,"Rodentia","Muridae"
"Apodemus rusiges","Apodemus rusiges",5219735,"ACCEPTED","EXACT","Apodemus rusiges",5219735,"Rodentia","Muridae"
"Apodemus semotus","Apodemus semotus",5219741,"ACCEPTED","EXACT","Apodemus semotus",5219741,"Rodentia","Muridae"
"Apodemus speciosus","Apodemus speciosus",5219745,"ACCEPTED","EXACT","Apodemus speciosus",5219745,"Rodentia","Muridae"
"Apodemus sylvaticus","Apodemus sylvaticus",2437760,"ACCEPTED","EXACT","Apodemus sylvaticus",2437760,"Rodentia","Muridae"
"Apodemus uralensis","Apodemus uralensis",2437775,"ACCEPTED","EXACT","Apodemus uralensis",2437775,"Rodentia","Muridae"
"Apodemus witherbyi","Apodemus witherbyi",5706747,"ACCEPTED","EXACT","Apodemus witherbyi",5706747,"Rodentia","Muridae"
"Apomys abrae","Apomys abrae",2438430,"ACCEPTED","EXACT","Apomys abrae",2438430,"Rodentia","Muridae"
"Apomys datae","Apomys datae",2438427,"ACCEPTED","EXACT","Apomys datae",2438427,"Rodentia","Muridae"
"Apomys gracilirostris","Apomys gracilirostris",4264813,"ACCEPTED","EXACT","Apomys gracilirostris",4264813,"Rodentia","Muridae"
"Apomys hylocetes","Apomys hylocetes",4264812,"ACCEPTED","EXACT","Apomys hylocetes",4264812,"Rodentia","Muridae"
"Apomys insignis","Apomys insignis",2438429,"ACCEPTED","EXACT","Apomys insignis",2438429,"Rodentia","Muridae"
"Apomys littoralis","Apomys littoralis",2438432,"ACCEPTED","EXACT","Apomys littoralis",2438432,"Rodentia","Muridae"
"Apomys microdon","Apomys microdon",2438428,"ACCEPTED","EXACT","Apomys microdon",2438428,"Rodentia","Muridae"
"Apomys musculus","Apomys musculus",2438426,"ACCEPTED","EXACT","Apomys musculus",2438426,"Rodentia","Muridae"
"Apomys sacobianus","Apomys sacobianus",2438431,"ACCEPTED","EXACT","Apomys sacobianus",2438431,"Rodentia","Muridae"
"Aproteles bulmerae","Aproteles bulmerae",2432939,"ACCEPTED","EXACT","Aproteles bulmerae",2432939,"Chiroptera","Pteropodidae"
"Apteryx australis","Apteryx australis",2495145,"ACCEPTED","EXACT","Apteryx australis",2495145,"Apterygiformes","Apterygidae"
"Apteryx haastii","Apteryx haastii",2495139,"ACCEPTED","EXACT","Apteryx haastii",2495139,"Apterygiformes","Apterygidae"
"Apteryx owenii","Apteryx owenii",2495142,"ACCEPTED","EXACT","Apteryx owenii",2495142,"Apterygiformes","Apterygidae"
"Arborimus albipes","Arborimus albipes",2437933,"ACCEPTED","EXACT","Arborimus albipes",2437933,"Rodentia","Cricetidae"
"Arborimus longicaudus","Arborimus longicaudus",2437931,"ACCEPTED","EXACT","Arborimus longicaudus",2437931,"Rodentia","Cricetidae"
"Arborimus pomo","Arborimus pomo",2437932,"ACCEPTED","EXACT","Arborimus pomo",2437932,"Rodentia","Cricetidae"
"Arborophila atrogularis","Arborophila atrogularis",2473649,"ACCEPTED","EXACT","Arborophila atrogularis",2473649,"Galliformes","Phasianidae"
"Arborophila brunneopectus","Arborophila brunneopectus",2473629,"ACCEPTED","EXACT","Arborophila brunneopectus",2473629,"Galliformes","Phasianidae"
"Arborophila cambodiana","Arborophila cambodiana",2473650,"ACCEPTED","EXACT","Arborophila cambodiana",2473650,"Galliformes","Phasianidae"
"Arborophila crudigularis","Arborophila crudigularis",2473654,"ACCEPTED","EXACT","Arborophila crudigularis",2473654,"Galliformes","Phasianidae"
"Arborophila davidi","Arborophila davidi",2473641,"ACCEPTED","EXACT","Arborophila davidi",2473641,"Galliformes","Phasianidae"
"Arborophila gingica","Arborophila gingica",2473655,"ACCEPTED","EXACT","Arborophila gingica",2473655,"Galliformes","Phasianidae"
"Arborophila hyperythra","Arborophila hyperythra",2473612,"ACCEPTED","EXACT","Arborophila hyperythra",2473612,"Galliformes","Phasianidae"
"Arborophila javanica","Arborophila javanica",2473642,"ACCEPTED","EXACT","Arborophila javanica",2473642,"Galliformes","Phasianidae"
"Arborophila mandellii","Arborophila mandellii",2473645,"ACCEPTED","EXACT","Arborophila mandellii",2473645,"Galliformes","Phasianidae"
"Arborophila orientalis","Arborophila orientalis",2473613,"ACCEPTED","EXACT","Arborophila orientalis",2473613,"Galliformes","Phasianidae"
"Arborophila rubrirostris","Arborophila rubrirostris",2473646,"ACCEPTED","EXACT","Arborophila rubrirostris",2473646,"Galliformes","Phasianidae"
"Arborophila rufipectus","Arborophila rufipectus",2473605,"ACCEPTED","EXACT","Arborophila rufipectus",2473605,"Galliformes","Phasianidae"
"Arborophila rufogularis","Arborophila rufogularis",2473614,"ACCEPTED","EXACT","Arborophila rufogularis",2473614,"Galliformes","Phasianidae"
"Arborophila torqueola","Arborophila torqueola",2473606,"ACCEPTED","EXACT","Arborophila torqueola",2473606,"Galliformes","Phasianidae"
"Archboldomys luzonensis","Archboldomys luzonensis",2437704,"ACCEPTED","EXACT","Archboldomys luzonensis",2437704,"Rodentia","Muridae"
"Archboldomys musseri","Archboldomys musseri",4264907,"SYNONYM","EXACT","Soricomys musseri",8244502,"Rodentia","Muridae"
"Arctictis binturong","Arctictis binturong",2434615,"ACCEPTED","EXACT","Arctictis binturong",2434615,"Carnivora","Viverridae"
"Arctocebus aureus","Arctocebus aureus",2436631,"ACCEPTED","EXACT","Arctocebus aureus",2436631,"Primates","Lorisidae"
"Arctocebus calabarensis","Arctocebus calabarensis",2436632,"ACCEPTED","EXACT","Arctocebus calabarensis",2436632,"Primates","Lorisidae"
"Arctocephalus australis","Arctocephalus australis",2433480,"ACCEPTED","EXACT","Arctocephalus australis",2433480,"Carnivora","Otariidae"
"Arctocephalus forsteri","Arctocephalus forsteri",2433474,"ACCEPTED","EXACT","Arctocephalus forsteri",2433474,"Carnivora","Otariidae"
"Arctocephalus galapagoensis","Arctocephalus galapagoensis",2433473,"ACCEPTED","EXACT","Arctocephalus galapagoensis",2433473,"Carnivora","Otariidae"
"Arctocephalus gazella","Arctocephalus gazella",2433472,"ACCEPTED","EXACT","Arctocephalus gazella",2433472,"Carnivora","Otariidae"
"Arctocephalus philippii","Arctocephalus philippii",2433470,"ACCEPTED","EXACT","Arctocephalus philippii",2433470,"Carnivora","Otariidae"
"Arctocephalus pusillus","Arctocephalus pusillus",2433475,"ACCEPTED","EXACT","Arctocephalus pusillus",2433475,"Carnivora","Otariidae"
"Arctocephalus townsendi","Arctocephalus townsendi",2433478,"ACCEPTED","EXACT","Arctocephalus townsendi",2433478,"Carnivora","Otariidae"
"Arctocephalus tropicalis","Arctocephalus tropicalis",2433471,"ACCEPTED","EXACT","Arctocephalus tropicalis",2433471,"Carnivora","Otariidae"
"Arctogalidia trivirgata","Arctogalidia trivirgata",2434742,"ACCEPTED","EXACT","Arctogalidia trivirgata",2434742,"Carnivora","Viverridae"
"Arctonyx collaris","Arctonyx collaris",2433743,"ACCEPTED","EXACT","Arctonyx collaris",2433743,"Carnivora","Mustelidae"
"Ardops nichollsi","Ardops nichollsi",2433277,"ACCEPTED","EXACT","Ardops nichollsi",2433277,"Chiroptera","Phyllostomidae"
"Arielulus aureocollaris","Arielulus aureocollaris",4265948,"ACCEPTED","EXACT","Arielulus aureocollaris",4265948,"Chiroptera","Vespertilionidae"
"Arielulus circumdatus","Arielulus circumdatus",4265946,"ACCEPTED","EXACT","Arielulus circumdatus",4265946,"Chiroptera","Vespertilionidae"
"Arielulus cuprosus","Arielulus cuprosus",4265949,"ACCEPTED","EXACT","Arielulus cuprosus",4265949,"Chiroptera","Vespertilionidae"
"Arielulus societatis","Arielulus societatis",4265947,"ACCEPTED","EXACT","Arielulus societatis",4265947,"Chiroptera","Vespertilionidae"
"Arielulus torquatus","Arielulus torquatus",4265945,"ACCEPTED","EXACT","Arielulus torquatus",4265945,"Chiroptera","Vespertilionidae"
"Ariteus flavescens","Ariteus flavescens",2433307,"ACCEPTED","EXACT","Ariteus flavescens",2433307,"Chiroptera","Phyllostomidae"
"Artibeus amplus","Artibeus amplus",2433266,"ACCEPTED","EXACT","Artibeus amplus",2433266,"Chiroptera","Phyllostomidae"
"Artibeus anderseni","Artibeus anderseni",2433273,"SYNONYM","EXACT","Dermanura anderseni",4832188,"Chiroptera","Phyllostomidae"
"Artibeus aztecus","Artibeus aztecus",2433261,"SYNONYM","EXACT","Dermanura azteca",7632206,"Chiroptera","Phyllostomidae"
"Artibeus cinereus","Artibeus cinereus",2433267,"SYNONYM","EXACT","Dermanura cinerea",8234645,"Chiroptera","Phyllostomidae"
"Artibeus concolor","Artibeus concolor",2433274,"ACCEPTED","EXACT","Artibeus concolor",2433274,"Chiroptera","Phyllostomidae"
"Artibeus fimbriatus","Artibeus fimbriatus",2433268,"ACCEPTED","EXACT","Artibeus fimbriatus",2433268,"Chiroptera","Phyllostomidae"
"Artibeus fraterculus","Artibeus fraterculus",2433275,"ACCEPTED","EXACT","Artibeus fraterculus",2433275,"Chiroptera","Phyllostomidae"
"Artibeus glaucus","Artibeus glaucus",2433262,"SYNONYM","EXACT","Dermanura glauca",4832192,"Chiroptera","Phyllostomidae"
"Artibeus gnomus","Artibeus gnomus",4265331,"SYNONYM","EXACT","Dermanura gnoma",4832191,"Chiroptera","Phyllostomidae"
"Artibeus hirsutus","Artibeus hirsutus",2433263,"ACCEPTED","EXACT","Artibeus hirsutus",2433263,"Chiroptera","Phyllostomidae"
"Artibeus incomitatus","Artibeus incomitatus",4265339,"SYNONYM","EXACT","Dermanura watsoni",4832189,"Chiroptera","Phyllostomidae"
"Artibeus inopinatus","Artibeus inopinatus",2433269,"ACCEPTED","EXACT","Artibeus inopinatus",2433269,"Chiroptera","Phyllostomidae"
"Artibeus jamaicensis","Artibeus jamaicensis",2433272,"ACCEPTED","EXACT","Artibeus jamaicensis",2433272,"Chiroptera","Phyllostomidae"
"Artibeus lituratus","Artibeus lituratus",2433270,"ACCEPTED","EXACT","Artibeus lituratus",2433270,"Chiroptera","Phyllostomidae"
"Artibeus obscurus","Artibeus obscurus",2433259,"ACCEPTED","EXACT","Artibeus obscurus",2433259,"Chiroptera","Phyllostomidae"
"Artibeus phaeotis","Artibeus phaeotis",2433264,"SYNONYM","EXACT","Dermanura phaeotis",8263789,"Chiroptera","Phyllostomidae"
"Artibeus toltecus","Artibeus toltecus",2433260,"SYNONYM","EXACT","Dermanura tolteca",4832190,"Chiroptera","Phyllostomidae"
"Artibeus watsoni","Artibeus watsoni",4265337,"SYNONYM","EXACT","Dermanura watsoni",4832189,"Chiroptera","Phyllostomidae"
"Arvicanthis abyssinicus","Arvicanthis abyssinicus",2438915,"ACCEPTED","EXACT","Arvicanthis abyssinicus",2438915,"Rodentia","Muridae"
"Arvicanthis ansorgei","Arvicanthis ansorgei",4264809,"ACCEPTED","EXACT","Arvicanthis ansorgei",4264809,"Rodentia","Muridae"
"Arvicanthis blicki","Arvicanthis blicki",2438918,"ACCEPTED","EXACT","Arvicanthis blicki",2438918,"Rodentia","Muridae"
"Arvicanthis nairobae","Arvicanthis nairobae",2438916,"ACCEPTED","EXACT","Arvicanthis nairobae",2438916,"Rodentia","Muridae"
"Arvicanthis neumanni","Arvicanthis neumanni",2438917,"ACCEPTED","EXACT","Arvicanthis neumanni",2438917,"Rodentia","Muridae"
"Arvicanthis niloticus","Arvicanthis niloticus",9733997,"ACCEPTED","EXACT","Arvicanthis niloticus",9733997,"Rodentia","Muridae"
"Arvicanthis rufinus","Arvicanthis rufinus",4264810,"ACCEPTED","EXACT","Arvicanthis rufinus",4264810,"Rodentia","Muridae"
"Arvicola amphibius","Arvicola amphibius",4265185,"ACCEPTED","EXACT","Arvicola amphibius",4265185,"Rodentia","Cricetidae"
"Arvicola sapidus","Arvicola sapidus",2438492,"ACCEPTED","EXACT","Arvicola sapidus",2438492,"Rodentia","Cricetidae"
"Arvicola scherman","Arvicola scherman",4265186,"ACCEPTED","EXACT","Arvicola scherman",4265186,"Rodentia","Cricetidae"
"Asellia patrizii","Asellia patrizii",2432601,"ACCEPTED","EXACT","Asellia patrizii",2432601,"Chiroptera","Hipposideridae"
"Asellia tridens","Asellia tridens",2432602,"ACCEPTED","EXACT","Asellia tridens",2432602,"Chiroptera","Hipposideridae"
"Aselliscus stoliczkanus","Aselliscus stoliczkanus",2432598,"ACCEPTED","EXACT","Aselliscus stoliczkanus",2432598,"Chiroptera","Hipposideridae"
"Aselliscus tricuspidatus","Aselliscus tricuspidatus",2432599,"ACCEPTED","EXACT","Aselliscus tricuspidatus",2432599,"Chiroptera","Hipposideridae"
"Atelerix albiventris","Atelerix albiventris",2437140,"ACCEPTED","EXACT","Atelerix albiventris",2437140,"Erinaceomorpha","Erinaceidae"
"Atelerix algirus","Atelerix algirus",2437136,"ACCEPTED","EXACT","Atelerix algirus",2437136,"Erinaceomorpha","Erinaceidae"
"Atelerix frontalis","Atelerix frontalis",2437132,"ACCEPTED","EXACT","Atelerix frontalis",2437132,"Erinaceomorpha","Erinaceidae"
"Atelerix sclateri","Atelerix sclateri",2437135,"ACCEPTED","EXACT","Atelerix sclateri",2437135,"Erinaceomorpha","Erinaceidae"
"Ateles belzebuth","Ateles belzebuth",2436642,"ACCEPTED","EXACT","Ateles belzebuth",2436642,"Primates","Atelidae"
"Ateles chamek","Ateles chamek",2436646,"ACCEPTED","EXACT","Ateles chamek",2436646,"Primates","Atelidae"
"Ateles fusciceps","Ateles fusciceps",2436641,"ACCEPTED","EXACT","Ateles fusciceps",2436641,"Primates","Atelidae"
"Ateles geoffroyi","Ateles geoffroyi",2436643,"ACCEPTED","EXACT","Ateles geoffroyi",2436643,"Primates","Atelidae"
"Ateles hybridus","Ateles hybridus",4267251,"ACCEPTED","EXACT","Ateles hybridus",4267251,"Primates","Atelidae"
"Ateles marginatus","Ateles marginatus",2436644,"ACCEPTED","EXACT","Ateles marginatus",2436644,"Primates","Atelidae"
"Ateles paniscus","Ateles paniscus",2436645,"ACCEPTED","EXACT","Ateles paniscus",2436645,"Primates","Atelidae"
"Atelocynus microtis","Atelocynus microtis",2434454,"ACCEPTED","EXACT","Atelocynus microtis",2434454,"Carnivora","Canidae"
"Atherurus africanus","Atherurus africanus",5219892,"ACCEPTED","EXACT","Atherurus africanus",5219892,"Rodentia","Hystricidae"
"Atherurus macrourus","Atherurus macrourus",5219891,"ACCEPTED","EXACT","Atherurus macrourus",5219891,"Rodentia","Hystricidae"
"Atilax paludinosus","Atilax paludinosus",2434188,"ACCEPTED","EXACT","Atilax paludinosus",2434188,"Carnivora","Herpestidae"
"Atlantoxerus getulus","Atlantoxerus getulus",2437470,"ACCEPTED","EXACT","Atlantoxerus getulus",2437470,"Rodentia","Sciuridae"
"Auliscomys boliviensis","Auliscomys boliviensis",2438834,"ACCEPTED","EXACT","Auliscomys boliviensis",2438834,"Rodentia","Cricetidae"
"Auliscomys pictus","Auliscomys pictus",2438835,"ACCEPTED","EXACT","Auliscomys pictus",2438835,"Rodentia","Cricetidae"
"Auliscomys sublimis","Auliscomys sublimis",2438833,"ACCEPTED","EXACT","Auliscomys sublimis",2438833,"Rodentia","Cricetidae"
"Avahi laniger","Avahi laniger",2436426,"ACCEPTED","EXACT","Avahi laniger",2436426,"Primates","Indriidae"
"Avahi occidentalis","Avahi occidentalis",4267338,"ACCEPTED","EXACT","Avahi occidentalis",4267338,"Primates","Indriidae"
"Avahi unicolor","Avahi unicolor",4267337,"ACCEPTED","EXACT","Avahi unicolor",4267337,"Primates","Indriidae"
"Axis axis","Axis axis",2440934,"ACCEPTED","EXACT","Axis axis",2440934,"Artiodactyla","Cervidae"
"Axis calamianensis","Axis calamianensis",5220130,"ACCEPTED","EXACT","Axis calamianensis",5220130,"Artiodactyla","Cervidae"
"Axis kuhlii","Axis kuhlii",5220129,"ACCEPTED","EXACT","Axis kuhlii",5220129,"Artiodactyla","Cervidae"
"Axis porcinus","Axis porcinus",5220128,"ACCEPTED","EXACT","Axis porcinus",5220128,"Artiodactyla","Cervidae"
"Babyrousa babyrussa","Babyrousa babyrussa",2441209,"ACCEPTED","EXACT","Babyrousa babyrussa",2441209,"Artiodactyla","Suidae"
"Babyrousa bolabatuensis","Babyrousa bolabatuensis",4262910,"ACCEPTED","EXACT","Babyrousa bolabatuensis",4262910,"Artiodactyla","Suidae"
