"mentionned_species","canonical_names","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"Plecotus sardus","Plecotus sardus",5739436,"ACCEPTED","EXACT","Plecotus sardus",5739436,"Chiroptera","Vespertilionidae"
"Plecotus taivanus","Plecotus taivanus",5218515,"ACCEPTED","EXACT","Plecotus taivanus",5218515,"Chiroptera","Vespertilionidae"
"Plecotus teneriffae","Plecotus teneriffae",5218519,"ACCEPTED","EXACT","Plecotus teneriffae",5218519,"Chiroptera","Vespertilionidae"
"Plerotes anchietae","Plerotes anchietae",4265711,"ACCEPTED","EXACT","Plerotes anchietae",4265711,"Chiroptera","Pteropodidae"
"Podogymnura aureospinula","Podogymnura aureospinula",2437118,"ACCEPTED","EXACT","Podogymnura aureospinula",2437118,"Erinaceomorpha","Erinaceidae"
"Podogymnura truei","Podogymnura truei",2437119,"ACCEPTED","EXACT","Podogymnura truei",2437119,"Erinaceomorpha","Erinaceidae"
"Podomys floridanus","Podomys floridanus",2438245,"ACCEPTED","EXACT","Podomys floridanus",2438245,"Rodentia","Cricetidae"
"Podoxymys roraimae","Podoxymys roraimae",2438920,"ACCEPTED","EXACT","Podoxymys roraimae",2438920,"Rodentia","Cricetidae"
"Poecilogale albinucha","Poecilogale albinucha",2433887,"ACCEPTED","EXACT","Poecilogale albinucha",2433887,"Carnivora","Mustelidae"
"Poelagus marjorita","Poelagus marjorita",2436948,"ACCEPTED","EXACT","Poelagus marjorita",2436948,"Lagomorpha","Leporidae"
"Pogonomelomys bruijni","Pogonomelomys bruijni",2438693,"ACCEPTED","EXACT","Pogonomelomys bruijni",2438693,"Rodentia","Muridae"
"Pogonomelomys mayeri","Pogonomelomys mayeri",2438692,"ACCEPTED","EXACT","Pogonomelomys mayeri",2438692,"Rodentia","Muridae"
"Pogonomys championi","Pogonomys championi",2438512,"ACCEPTED","EXACT","Pogonomys championi",2438512,"Rodentia","Muridae"
"Pogonomys fergussoniensis","Pogonomys fergussoniensis",4264814,"ACCEPTED","EXACT","Pogonomys fergussoniensis",4264814,"Rodentia","Muridae"
"Pogonomys loriae","Pogonomys loriae",2438510,"ACCEPTED","EXACT","Pogonomys loriae",2438510,"Rodentia","Muridae"
"Pogonomys macrourus","Pogonomys macrourus",2438513,"ACCEPTED","EXACT","Pogonomys macrourus",2438513,"Rodentia","Muridae"
"Pogonomys sylvestris","Pogonomys sylvestris",2438511,"ACCEPTED","EXACT","Pogonomys sylvestris",2438511,"Rodentia","Muridae"
"Poiana leightoni","Poiana leightoni",2434632,"ACCEPTED","EXACT","Poiana leightoni",2434632,"Carnivora","Viverridae"
"Poiana richardsonii","Poiana richardsonii",2434629,"ACCEPTED","EXACT","Poiana richardsonii",2434629,"Carnivora","Viverridae"
"Pongo abelii","Pongo abelii",5707420,"ACCEPTED","EXACT","Pongo abelii",5707420,"Primates","Hominidae"
"Pongo pygmaeus","Pongo pygmaeus",5219532,"ACCEPTED","EXACT","Pongo pygmaeus",5219532,"Primates","Hominidae"
"Pontoporia blainvillei","Pontoporia blainvillei",5220001,"ACCEPTED","EXACT","Pontoporia blainvillei",5220001,"Cetacea","Iniidae"
"Potamochoerus larvatus","Potamochoerus larvatus",2441226,"ACCEPTED","EXACT","Potamochoerus larvatus",2441226,"Artiodactyla","Suidae"
"Potamochoerus porcus","Potamochoerus porcus",2441225,"ACCEPTED","EXACT","Potamochoerus porcus",2441225,"Artiodactyla","Suidae"
"Potamogale velox","Potamogale velox",2432147,"ACCEPTED","EXACT","Potamogale velox",2432147,"Afrosoricida","Tenrecidae"
"Potorous gilbertii","Potorous gilbertii",2440018,"ACCEPTED","EXACT","Potorous gilbertii",2440018,"Diprotodontia","Potoroidae"
"Potorous longipes","Potorous longipes",2440017,"ACCEPTED","EXACT","Potorous longipes",2440017,"Diprotodontia","Potoroidae"
"Potorous platyops","Potorous platyops",2440016,"ACCEPTED","EXACT","Potorous platyops",2440016,"Diprotodontia","Potoroidae"
"Potorous tridactylus","Potorous tridactylus",2440019,"ACCEPTED","EXACT","Potorous tridactylus",2440019,"Diprotodontia","Potoroidae"
"Potos flavus","Potos flavus",2433573,"ACCEPTED","EXACT","Potos flavus",2433573,"Carnivora","Procyonidae"
"Praomys daltoni","Praomys daltoni",4264878,"ACCEPTED","EXACT","Praomys daltoni",4264878,"Rodentia","Muridae"
"Praomys degraaffi","Praomys degraaffi",4264876,"ACCEPTED","EXACT","Praomys degraaffi",4264876,"Rodentia","Muridae"
"Praomys delectorum","Praomys delectorum",2438472,"ACCEPTED","EXACT","Praomys delectorum",2438472,"Rodentia","Muridae"
"Praomys derooi","Praomys derooi",4264879,"ACCEPTED","EXACT","Praomys derooi",4264879,"Rodentia","Muridae"
"Praomys hartwigi","Praomys hartwigi",2438478,"ACCEPTED","EXACT","Praomys hartwigi",2438478,"Rodentia","Muridae"
"Praomys jacksoni","Praomys jacksoni",2438475,"ACCEPTED","EXACT","Praomys jacksoni",2438475,"Rodentia","Muridae"
"Praomys lukolelae","Praomys lukolelae",4264880,"ACCEPTED","EXACT","Praomys lukolelae",4264880,"Rodentia","Muridae"
"Praomys minor","Praomys minor",2438471,"ACCEPTED","EXACT","Praomys minor",2438471,"Rodentia","Muridae"
"Praomys misonnei","Praomys misonnei",2438477,"ACCEPTED","EXACT","Praomys misonnei",2438477,"Rodentia","Muridae"
"Praomys morio","Praomys morio",2438474,"ACCEPTED","EXACT","Praomys morio",2438474,"Rodentia","Muridae"
"Praomys mutoni","Praomys mutoni",2438476,"ACCEPTED","EXACT","Praomys mutoni",2438476,"Rodentia","Muridae"
"Praomys obscurus","Praomys obscurus",4264877,"ACCEPTED","EXACT","Praomys obscurus",4264877,"Rodentia","Muridae"
"Praomys petteri","Praomys petteri",4264881,"ACCEPTED","EXACT","Praomys petteri",4264881,"Rodentia","Muridae"
"Praomys rostratus","Praomys rostratus",2438473,"ACCEPTED","EXACT","Praomys rostratus",2438473,"Rodentia","Muridae"
"Praomys tullbergi","Praomys tullbergi",2438479,"ACCEPTED","EXACT","Praomys tullbergi",2438479,"Rodentia","Muridae"
"Praomys verschureni","Praomys verschureni",4264882,"ACCEPTED","EXACT","Praomys verschureni",4264882,"Rodentia","Muridae"
"Presbytis chrysomelas","Presbytis chrysomelas",7262008,"ACCEPTED","EXACT","Presbytis chrysomelas",7262008,"Primates","Cercopithecidae"
"Presbytis comata","Presbytis comata",5219565,"ACCEPTED","EXACT","Presbytis comata",5219565,"Primates","Cercopithecidae"
"Presbytis femoralis","Presbytis femoralis",5219562,"ACCEPTED","EXACT","Presbytis femoralis",5219562,"Primates","Cercopithecidae"
"Presbytis frontata","Presbytis frontata",5219559,"ACCEPTED","EXACT","Presbytis frontata",5219559,"Primates","Cercopithecidae"
"Presbytis hosei","Presbytis hosei",5219564,"ACCEPTED","EXACT","Presbytis hosei",5219564,"Primates","Cercopithecidae"
"Presbytis melalophos","Presbytis melalophos",5219561,"ACCEPTED","EXACT","Presbytis melalophos",5219561,"Primates","Cercopithecidae"
"Presbytis natunae","Presbytis natunae",5707308,"ACCEPTED","EXACT","Presbytis natunae",5707308,"Primates","Cercopithecidae"
"Presbytis potenziani","Presbytis potenziani",5219563,"ACCEPTED","EXACT","Presbytis potenziani",5219563,"Primates","Cercopithecidae"
"Presbytis rubicunda","Presbytis rubicunda",5219560,"ACCEPTED","EXACT","Presbytis rubicunda",5219560,"Primates","Cercopithecidae"
"Presbytis siamensis","Presbytis siamensis",7262013,"ACCEPTED","EXACT","Presbytis siamensis",7262013,"Primates","Cercopithecidae"
"Presbytis thomasi","Presbytis thomasi",5219558,"ACCEPTED","EXACT","Presbytis thomasi",5219558,"Primates","Cercopithecidae"
"Priodontes maximus","Priodontes maximus",5220096,"ACCEPTED","EXACT","Priodontes maximus",5220096,"Cingulata","Dasypodidae"
"Prionailurus bengalensis","Prionailurus bengalensis",2434903,"ACCEPTED","EXACT","Prionailurus bengalensis",2434903,"Carnivora","Felidae"
"Prionailurus iriomotensis","Prionailurus iriomotensis",2434901,"ACCEPTED","EXACT","Prionailurus iriomotensis",2434901,"Carnivora","Felidae"
"Prionailurus planiceps","Prionailurus planiceps",2434917,"ACCEPTED","EXACT","Prionailurus planiceps",2434917,"Carnivora","Felidae"
"Prionailurus rubiginosus","Prionailurus rubiginosus",2434895,"ACCEPTED","EXACT","Prionailurus rubiginosus",2434895,"Carnivora","Felidae"
"Prionailurus viverrinus","Prionailurus viverrinus",2434899,"ACCEPTED","EXACT","Prionailurus viverrinus",2434899,"Carnivora","Felidae"
"Prionodon linsang","Prionodon linsang",5963050,"ACCEPTED","EXACT","Prionodon linsang",5963050,"Carnivora","Viverridae"
"Prionodon pardicolor","Prionodon pardicolor",5963054,"ACCEPTED","EXACT","Prionodon pardicolor",5963054,"Carnivora","Viverridae"
"Prionomys batesi","Prionomys batesi",2439286,"ACCEPTED","EXACT","Prionomys batesi",2439286,"Rodentia","Nesomyidae"
"Procapra gutturosa","Procapra gutturosa",2441147,"ACCEPTED","EXACT","Procapra gutturosa",2441147,"Artiodactyla","Bovidae"
"Procapra picticaudata","Procapra picticaudata",2441149,"ACCEPTED","EXACT","Procapra picticaudata",2441149,"Artiodactyla","Bovidae"
"Procapra przewalskii","Procapra przewalskii",2441148,"ACCEPTED","EXACT","Procapra przewalskii",2441148,"Artiodactyla","Bovidae"
"Procavia capensis","Procavia capensis",5219598,"ACCEPTED","EXACT","Procavia capensis",5219598,"Hyracoidea","Procaviidae"
"Procolobus verus","Procolobus verus",2436597,"ACCEPTED","EXACT","Procolobus verus",2436597,"Primates","Cercopithecidae"
"Procyon cancrivorus","Procyon cancrivorus",9518324,"ACCEPTED","EXACT","Procyon cancrivorus",9518324,"Carnivora","Procyonidae"
"Procyon lotor","Procyon lotor",5218786,"ACCEPTED","EXACT","Procyon lotor",5218786,"Carnivora","Procyonidae"
"Procyon pygmaeus","Procyon pygmaeus",5218818,"ACCEPTED","EXACT","Procyon pygmaeus",5218818,"Carnivora","Procyonidae"
"Proechimys brevicauda","Proechimys brevicauda",2439788,"ACCEPTED","EXACT","Proechimys brevicauda",2439788,"Rodentia","Echimyidae"
"Proechimys canicollis","Proechimys canicollis",2439779,"ACCEPTED","EXACT","Proechimys canicollis",2439779,"Rodentia","Echimyidae"
"Proechimys chrysaeolus","Proechimys chrysaeolus",2439768,"ACCEPTED","EXACT","Proechimys chrysaeolus",2439768,"Rodentia","Echimyidae"
"Proechimys cuvieri","Proechimys cuvieri",2439790,"ACCEPTED","EXACT","Proechimys cuvieri",2439790,"Rodentia","Echimyidae"
"Proechimys decumanus","Proechimys decumanus",2439781,"ACCEPTED","EXACT","Proechimys decumanus",2439781,"Rodentia","Echimyidae"
"Proechimys echinothrix","Proechimys echinothrix",4262976,"ACCEPTED","EXACT","Proechimys echinothrix",4262976,"Rodentia","Echimyidae"
"Proechimys gardneri","Proechimys gardneri",4262970,"ACCEPTED","EXACT","Proechimys gardneri",4262970,"Rodentia","Echimyidae"
"Proechimys goeldii","Proechimys goeldii",2439760,"ACCEPTED","EXACT","Proechimys goeldii",2439760,"Rodentia","Echimyidae"
"Proechimys guairae","Proechimys guairae",2439772,"ACCEPTED","EXACT","Proechimys guairae",2439772,"Rodentia","Echimyidae"
"Proechimys guyannensis","Proechimys guyannensis",4262966,"ACCEPTED","EXACT","Proechimys guyannensis",4262966,"Rodentia","Echimyidae"
"Proechimys hoplomyoides","Proechimys hoplomyoides",2439784,"ACCEPTED","EXACT","Proechimys hoplomyoides",2439784,"Rodentia","Echimyidae"
"Proechimys kulinae","Proechimys kulinae",4262983,"ACCEPTED","EXACT","Proechimys kulinae",4262983,"Rodentia","Echimyidae"
"Proechimys longicaudatus","Proechimys longicaudatus",2439764,"ACCEPTED","EXACT","Proechimys longicaudatus",2439764,"Rodentia","Echimyidae"
"Proechimys magdalenae","Proechimys magdalenae",2439785,"ACCEPTED","EXACT","Proechimys magdalenae",2439785,"Rodentia","Echimyidae"
"Proechimys mincae","Proechimys mincae",2439775,"ACCEPTED","EXACT","Proechimys mincae",2439775,"Rodentia","Echimyidae"
"Proechimys oconnelli","Proechimys oconnelli",2439786,"ACCEPTED","EXACT","Proechimys oconnelli",2439786,"Rodentia","Echimyidae"
"Proechimys pattoni","Proechimys pattoni",4262967,"ACCEPTED","EXACT","Proechimys pattoni",4262967,"Rodentia","Echimyidae"
"Proechimys poliopus","Proechimys poliopus",2439778,"ACCEPTED","EXACT","Proechimys poliopus",2439778,"Rodentia","Echimyidae"
"Proechimys quadruplicatus","Proechimys quadruplicatus",2439767,"ACCEPTED","EXACT","Proechimys quadruplicatus",2439767,"Rodentia","Echimyidae"
"Proechimys roberti","Proechimys roberti",4262968,"ACCEPTED","EXACT","Proechimys roberti",4262968,"Rodentia","Echimyidae"
"Proechimys semispinosus","Proechimys semispinosus",2439789,"ACCEPTED","EXACT","Proechimys semispinosus",2439789,"Rodentia","Echimyidae"
"Proechimys simonsi","Proechimys simonsi",2439769,"ACCEPTED","EXACT","Proechimys simonsi",2439769,"Rodentia","Echimyidae"
"Proechimys steerei","Proechimys steerei",2439759,"ACCEPTED","EXACT","Proechimys steerei",2439759,"Rodentia","Echimyidae"
"Proechimys trinitatus","Proechimys trinitatus",4262982,"ACCEPTED","EXACT","Proechimys trinitatus",4262982,"Rodentia","Echimyidae"
"Proechimys urichi","Proechimys urichi",2439771,"ACCEPTED","EXACT","Proechimys urichi",2439771,"Rodentia","Echimyidae"
"Proedromys bedfordi","Proedromys bedfordi",2438899,"ACCEPTED","EXACT","Proedromys bedfordi",2438899,"Rodentia","Cricetidae"
"Profelis aurata","Profelis aurata",5219401,"ACCEPTED","EXACT","Profelis aurata",5219401,"Carnivora","Felidae"
"Prolemur simus","Prolemur simus",4266938,"ACCEPTED","EXACT","Prolemur simus",4266938,"Primates","Lemuridae"
"Prometheomys schaposchnikowi","Prometheomys schaposchnikowi",2438887,"ACCEPTED","EXACT","Prometheomys schaposchnikowi",2438887,"Rodentia","Cricetidae"
"Promops centralis","Promops centralis",2433025,"ACCEPTED","EXACT","Promops centralis",2433025,"Chiroptera","Molossidae"
"Promops nasutus","Promops nasutus",2433024,"ACCEPTED","EXACT","Promops nasutus",2433024,"Chiroptera","Molossidae"
"Pronolagus crassicaudatus","Pronolagus crassicaudatus",2436924,"ACCEPTED","EXACT","Pronolagus crassicaudatus",2436924,"Lagomorpha","Leporidae"
"Pronolagus randensis","Pronolagus randensis",2436933,"ACCEPTED","EXACT","Pronolagus randensis",2436933,"Lagomorpha","Leporidae"
"Pronolagus rupestris","Pronolagus rupestris",2436927,"ACCEPTED","EXACT","Pronolagus rupestris",2436927,"Lagomorpha","Leporidae"
"Propithecus coquereli","Propithecus coquereli",5707433,"ACCEPTED","EXACT","Propithecus coquereli",5707433,"Primates","Indriidae"
"Propithecus deckenii","Propithecus deckenii",7528726,"ACCEPTED","EXACT","Propithecus deckenii",7528726,"Primates","Indriidae"
"Propithecus diadema","Propithecus diadema",5219529,"ACCEPTED","EXACT","Propithecus diadema",5219529,"Primates","Indriidae"
"Propithecus edwardsi","Propithecus edwardsi",5707429,"ACCEPTED","EXACT","Propithecus edwardsi",5707429,"Primates","Indriidae"
"Propithecus perrieri","Propithecus perrieri",5707425,"ACCEPTED","EXACT","Propithecus perrieri",5707425,"Primates","Indriidae"
"Propithecus tattersalli","Propithecus tattersalli",5219528,"ACCEPTED","EXACT","Propithecus tattersalli",5219528,"Primates","Indriidae"
"Propithecus verreauxi","Propithecus verreauxi",5219530,"ACCEPTED","EXACT","Propithecus verreauxi",5219530,"Primates","Indriidae"
"Prosciurillus abstrusus","Prosciurillus abstrusus",2437462,"ACCEPTED","EXACT","Prosciurillus abstrusus",2437462,"Rodentia","Sciuridae"
"Prosciurillus leucomus","Prosciurillus leucomus",2437464,"ACCEPTED","EXACT","Prosciurillus leucomus",2437464,"Rodentia","Sciuridae"
"Prosciurillus murinus","Prosciurillus murinus",2437463,"ACCEPTED","EXACT","Prosciurillus murinus",2437463,"Rodentia","Sciuridae"
"Prosciurillus rosenbergii","Prosciurillus rosenbergii",4264068,"ACCEPTED","EXACT","Prosciurillus rosenbergii",4264068,"Rodentia","Sciuridae"
"Prosciurillus weberi","Prosciurillus weberi",2437461,"ACCEPTED","EXACT","Prosciurillus weberi",2437461,"Rodentia","Sciuridae"
"Proteles cristata","Proteles cristata",2433502,"ACCEPTED","EXACT","Proteles cristata",2433502,"Carnivora","Hyaenidae"
"Protochromys fellowsi","Protochromys fellowsi",4264835,"ACCEPTED","EXACT","Protochromys fellowsi",4264835,"Rodentia","Muridae"
"Protoxerus aubinnii","Protoxerus aubinnii",2437391,"ACCEPTED","EXACT","Protoxerus aubinnii",2437391,"Rodentia","Sciuridae"
"Protoxerus stangeri","Protoxerus stangeri",2437390,"ACCEPTED","EXACT","Protoxerus stangeri",2437390,"Rodentia","Sciuridae"
"Przewalskium albirostris","Przewalskium albirostris",4262387,"SYNONYM","EXACT","Przewalskium albirostre",7447820,"Artiodactyla","Cervidae"
"Psammomys obesus","Psammomys obesus",5219747,"ACCEPTED","EXACT","Psammomys obesus",5219747,"Rodentia","Muridae"
"Psammomys vexillaris","Psammomys vexillaris",5219746,"ACCEPTED","EXACT","Psammomys vexillaris",5219746,"Rodentia","Muridae"
"Pseudantechinus bilarni","Pseudantechinus bilarni",2435383,"ACCEPTED","EXACT","Pseudantechinus bilarni",2435383,"Dasyuromorphia","Dasyuridae"
"Pseudantechinus macdonnellensis","Pseudantechinus macdonnellensis",2435382,"ACCEPTED","EXACT","Pseudantechinus macdonnellensis",2435382,"Dasyuromorphia","Dasyuridae"
"Pseudantechinus mimulus","Pseudantechinus mimulus",2435381,"ACCEPTED","EXACT","Pseudantechinus mimulus",2435381,"Dasyuromorphia","Dasyuridae"
"Pseudantechinus ningbing","Pseudantechinus ningbing",2435380,"ACCEPTED","EXACT","Pseudantechinus ningbing",2435380,"Dasyuromorphia","Dasyuridae"
"Pseudantechinus roryi","Pseudantechinus roryi",2435379,"ACCEPTED","EXACT","Pseudantechinus roryi",2435379,"Dasyuromorphia","Dasyuridae"
"Pseudantechinus woolleyae","Pseudantechinus woolleyae",2435385,"ACCEPTED","EXACT","Pseudantechinus woolleyae",2435385,"Dasyuromorphia","Dasyuridae"
"Pseudocheirus peregrinus","Pseudocheirus peregrinus",2440062,"ACCEPTED","EXACT","Pseudocheirus peregrinus",2440062,"Diprotodontia","Pseudocheiridae"
"Pseudochirops albertisii","Pseudochirops albertisii",2440078,"ACCEPTED","EXACT","Pseudochirops albertisii",2440078,"Diprotodontia","Pseudocheiridae"
"Pseudochirops archeri","Pseudochirops archeri",2440076,"ACCEPTED","EXACT","Pseudochirops archeri",2440076,"Diprotodontia","Pseudocheiridae"
"Pseudochirops corinnae","Pseudochirops corinnae",2440072,"ACCEPTED","EXACT","Pseudochirops corinnae",2440072,"Diprotodontia","Pseudocheiridae"
"Pseudochirops coronatus","Pseudochirops coronatus",2440082,"ACCEPTED","EXACT","Pseudochirops coronatus",2440082,"Diprotodontia","Pseudocheiridae"
"Pseudochirops cupreus","Pseudochirops cupreus",2440077,"ACCEPTED","EXACT","Pseudochirops cupreus",2440077,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus canescens","Pseudochirulus canescens",2440088,"ACCEPTED","EXACT","Pseudochirulus canescens",2440088,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus caroli","Pseudochirulus caroli",2440101,"ACCEPTED","EXACT","Pseudochirulus caroli",2440101,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus cinereus","Pseudochirulus cinereus",2440096,"ACCEPTED","EXACT","Pseudochirulus cinereus",2440096,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus forbesi","Pseudochirulus forbesi",2440086,"ACCEPTED","EXACT","Pseudochirulus forbesi",2440086,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus herbertensis","Pseudochirulus herbertensis",2440099,"ACCEPTED","EXACT","Pseudochirulus herbertensis",2440099,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus larvatus","Pseudochirulus larvatus",2440095,"ACCEPTED","EXACT","Pseudochirulus larvatus",2440095,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus mayeri","Pseudochirulus mayeri",2440084,"ACCEPTED","EXACT","Pseudochirulus mayeri",2440084,"Diprotodontia","Pseudocheiridae"
"Pseudochirulus schlegeli","Pseudochirulus schlegeli",2440097,"ACCEPTED","EXACT","Pseudochirulus schlegeli",2440097,"Diprotodontia","Pseudocheiridae"
"Pseudohydromys ellermani","Pseudohydromys ellermani",4264818,"ACCEPTED","EXACT","Pseudohydromys ellermani",4264818,"Rodentia","Muridae"
"Pseudohydromys fuscus","Pseudohydromys fuscus",4264817,"ACCEPTED","EXACT","Pseudohydromys fuscus",4264817,"Rodentia","Muridae"
"Pseudohydromys murinus","Pseudohydromys murinus",2438407,"ACCEPTED","EXACT","Pseudohydromys murinus",2438407,"Rodentia","Muridae"
"Pseudohydromys occidentalis","Pseudohydromys occidentalis",2438406,"ACCEPTED","EXACT","Pseudohydromys occidentalis",2438406,"Rodentia","Muridae"
"Pseudois nayaur","Pseudois nayaur",2441008,"ACCEPTED","EXACT","Pseudois nayaur",2441008,"Artiodactyla","Bovidae"
"Pseudois schaeferi","Pseudois schaeferi",2441007,"ACCEPTED","EXACT","Pseudois schaeferi",2441007,"Artiodactyla","Bovidae"
"Pseudomys albocinereus","Pseudomys albocinereus",5219807,"ACCEPTED","EXACT","Pseudomys albocinereus",5219807,"Rodentia","Muridae"
"Pseudomys apodemoides","Pseudomys apodemoides",5219799,"ACCEPTED","EXACT","Pseudomys apodemoides",5219799,"Rodentia","Muridae"
"Pseudomys australis","Pseudomys australis",5219792,"ACCEPTED","EXACT","Pseudomys australis",5219792,"Rodentia","Muridae"
